,train_acc,test_acc
i0_c0,0.7664,0.6251
i0_c1,0.7588,0.6245
i0_c2,0.7608,0.6243
i0_c3,0.7512,0.6368
i0_g,0.715,0.6737
i1_c0,0.8232,0.6774
i1_c1,0.8072,0.6717
i1_c2,0.8036,0.6716
i1_c3,0.7976,0.6961
i1_g,0.764,0.7274
i2_c0,0.8512,0.7125
i2_c1,0.8332,0.7071
i2_c2,0.8312,0.707
i2_c3,0.8268,0.7214
i2_g,0.7918,0.7545
i3_c0,0.8592,0.7305
i3_c1,0.8588,0.7261
i3_c2,0.848,0.7243
i3_c3,0.84,0.743
i3_g,0.8118,0.7734
i4_c0,0.8812,0.7525
i4_c1,0.8628,0.7383
i4_c2,0.8624,0.7404
i4_c3,0.8532,0.7539
i4_g,0.8305,0.7863
i5_c0,0.8796,0.7574
i5_c1,0.874,0.7495
i5_c2,0.8696,0.7497
i5_c3,0.8604,0.7672
i5_g,0.8352,0.7973
i6_c0,0.892,0.7646
i6_c1,0.8824,0.7607
i6_c2,0.8804,0.764
i6_c3,0.8748,0.7679
i6_g,0.8445,0.8037
i7_c0,0.894,0.7643
i7_c1,0.8856,0.7595
i7_c2,0.8828,0.7647
i7_c3,0.876,0.7747
i7_g,0.8519,0.8076
i8_c0,0.9008,0.7778
i8_c1,0.8884,0.7701
i8_c2,0.8884,0.7743
i8_c3,0.876,0.7814
i8_g,0.8531,0.8135
i9_c0,0.8996,0.7847
i9_c1,0.8876,0.7709
i9_c2,0.8908,0.7776
i9_c3,0.8856,0.7878
i9_g,0.8594,0.816
