,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.871,0.808,0.8606,0.7968
i0_c1,0.8712,0.798,0.8638,0.7948
i0_g,0.8606,0.8287,,
i1_c0,0.8744,0.8087,0.8616,0.7929
i1_c1,0.8786,0.8104,0.8676,0.8013
i1_g,0.8663,0.8278,,
i2_c0,0.8906,0.8167,0.8788,0.8118
i2_c1,0.8788,0.814,0.871,0.8033
i2_g,0.8723,0.8356,,
i3_c0,0.88,0.81,0.8744,0.8031
i3_c1,0.8664,0.8064,0.8638,0.8025
i3_g,0.8699,0.8344,,
i4_c0,0.8862,0.8153,0.8778,0.8053
i4_c1,0.878,0.8149,0.8648,0.8023
i4_g,0.8741,0.8352,,
i5_c0,0.871,0.8088,0.861,0.7959
i5_c1,0.8704,0.8033,0.862,0.7981
i5_g,0.8716,0.8309,,
i6_c0,0.8828,0.8061,0.8752,0.7988
i6_c1,0.8764,0.8165,0.8574,0.8048
i6_g,0.8694,0.8337,,
i7_c0,0.8814,0.8074,0.8654,0.8045
i7_c1,0.877,0.8146,0.8684,0.8117
i7_g,0.8705,0.8299,,
i8_c0,0.8854,0.8173,0.8776,0.8117
i8_c1,0.8848,0.8127,0.8778,0.809
i8_g,0.8729,0.8325,,
i9_c0,0.8824,0.8107,0.8766,0.8051
i9_c1,0.8776,0.8144,0.868,0.8097
i9_g,0.8713,0.8371,,
