,train_acc,test_acc
i0_c0,0.7536,0.4648
i0_c1,0.7376,0.4586
i0_c2,0.7712,0.4545
i0_c3,0.7408,0.4607
i0_c4,0.7184,0.4541
i0_c5,0.744,0.4532
i0_c6,0.7584,0.4457
i0_c7,0.7344,0.4608
i0_c8,0.7024,0.4583
i0_c9,0.744,0.4502
i0_c10,0.7584,0.4425
i0_c11,0.7568,0.4723
i0_c12,0.72,0.4632
i0_c13,0.7536,0.4435
i0_c14,0.728,0.4732
i0_c15,0.7472,0.4425
i0_g,0.5842,0.5512
i1_c0,0.7808,0.5096
i1_c1,0.7936,0.5045
i1_c2,0.8112,0.4986
i1_c3,0.7728,0.5142
i1_c4,0.7776,0.5
i1_c5,0.7824,0.4983
i1_c6,0.7968,0.4981
i1_c7,0.776,0.5105
i1_c8,0.7712,0.5047
i1_c9,0.76,0.5016
i1_c10,0.8304,0.4922
i1_c11,0.7856,0.5217
i1_c12,0.7584,0.5159
i1_c13,0.792,0.5016
i1_c14,0.7824,0.5215
i1_c15,0.776,0.4956
i1_g,0.6332,0.5955
i2_c0,0.8112,0.5392
i2_c1,0.8144,0.5308
i2_c2,0.8336,0.5257
i2_c3,0.7936,0.5441
i2_c4,0.8096,0.537
i2_c5,0.7968,0.5308
i2_c6,0.8224,0.528
i2_c7,0.8032,0.5451
i2_c8,0.8032,0.5363
i2_c9,0.8048,0.5297
i2_c10,0.8512,0.526
i2_c11,0.8064,0.5527
i2_c12,0.8048,0.5474
i2_c13,0.8176,0.5295
i2_c14,0.784,0.5523
i2_c15,0.8128,0.5255
i2_g,0.6668,0.6285
i3_c0,0.8304,0.5601
i3_c1,0.8416,0.5553
i3_c2,0.8544,0.5483
i3_c3,0.8224,0.5586
i3_c4,0.824,0.5507
i3_c5,0.8032,0.5589
i3_c6,0.8384,0.5509
i3_c7,0.8272,0.5622
i3_c8,0.8176,0.5538
i3_c9,0.8224,0.5504
i3_c10,0.8736,0.5445
i3_c11,0.8288,0.5783
i3_c12,0.8176,0.5693
i3_c13,0.8256,0.56
i3_c14,0.8096,0.5702
i3_c15,0.8256,0.5525
i3_g,0.6877,0.6507
i4_c0,0.8544,0.5832
i4_c1,0.8528,0.5714
i4_c2,0.856,0.5694
i4_c3,0.8336,0.5837
i4_c4,0.8432,0.5731
i4_c5,0.816,0.5752
i4_c6,0.8384,0.569
i4_c7,0.8432,0.5752
i4_c8,0.8368,0.5801
i4_c9,0.8416,0.5654
i4_c10,0.8736,0.5635
i4_c11,0.84,0.5962
i4_c12,0.8464,0.5918
i4_c13,0.84,0.5845
i4_c14,0.8288,0.5816
i4_c15,0.8448,0.5705
i4_g,0.7064,0.6677
i5_c0,0.8496,0.5971
i5_c1,0.856,0.5847
i5_c2,0.8672,0.5813
i5_c3,0.8416,0.5972
i5_c4,0.8512,0.5875
i5_c5,0.8352,0.5875
i5_c6,0.848,0.5853
i5_c7,0.856,0.5983
i5_c8,0.8576,0.59
i5_c9,0.8432,0.5805
i5_c10,0.8928,0.5739
i5_c11,0.8496,0.6138
i5_c12,0.8672,0.6052
i5_c13,0.864,0.5971
i5_c14,0.8256,0.603
i5_c15,0.8576,0.5874
i5_g,0.7213,0.6825
i6_c0,0.8624,0.613
i6_c1,0.8624,0.6012
i6_c2,0.8832,0.5951
i6_c3,0.8576,0.6107
i6_c4,0.8496,0.5993
i6_c5,0.8464,0.6024
i6_c6,0.8528,0.5914
i6_c7,0.8672,0.609
i6_c8,0.8592,0.6092
i6_c9,0.8496,0.5948
i6_c10,0.8976,0.5906
i6_c11,0.8656,0.622
i6_c12,0.8592,0.6155
i6_c13,0.864,0.609
i6_c14,0.8432,0.6111
i6_c15,0.8544,0.599
i6_g,0.7372,0.6979
i7_c0,0.8768,0.6269
i7_c1,0.8752,0.6108
i7_c2,0.8896,0.601
i7_c3,0.8544,0.624
i7_c4,0.8816,0.6094
i7_c5,0.8672,0.6162
i7_c6,0.8672,0.6043
i7_c7,0.8768,0.6205
i7_c8,0.8784,0.6127
i7_c9,0.8592,0.6106
i7_c10,0.9088,0.602
i7_c11,0.8688,0.634
i7_c12,0.8784,0.6323
i7_c13,0.872,0.6227
i7_c14,0.8512,0.62
i7_c15,0.8688,0.6084
i7_g,0.7474,0.7078
i8_c0,0.8736,0.6323
i8_c1,0.8768,0.6216
i8_c2,0.9088,0.617
i8_c3,0.8704,0.6339
i8_c4,0.88,0.6213
i8_c5,0.8608,0.6274
i8_c6,0.8832,0.6125
i8_c7,0.8768,0.6296
i8_c8,0.8736,0.6248
i8_c9,0.8704,0.6179
i8_c10,0.9152,0.6128
i8_c11,0.8736,0.6423
i8_c12,0.8848,0.6391
i8_c13,0.8784,0.6345
i8_c14,0.8704,0.6357
i8_c15,0.8784,0.6208
i8_g,0.7564,0.7176
i9_c0,0.8816,0.635
i9_c1,0.8912,0.6321
i9_c2,0.9024,0.627
i9_c3,0.8768,0.6404
i9_c4,0.8848,0.6303
i9_c5,0.872,0.6367
i9_c6,0.8864,0.6211
i9_c7,0.8832,0.6307
i9_c8,0.8816,0.6278
i9_c9,0.8704,0.6252
i9_c10,0.9104,0.6213
i9_c11,0.8832,0.6474
i9_c12,0.888,0.6438
i9_c13,0.8816,0.6459
i9_c14,0.8656,0.6473
i9_c15,0.8752,0.6319
i9_g,0.7642,0.7226
