,train_acc,test_acc
i0_c0,0.6304,0.5074
i0_c1,0.6216,0.4975
i0_c2,0.6296,0.503
i0_c3,0.6268,0.5251
i0_g,0.5858,0.5442
i1_c0,0.672,0.5572
i1_c1,0.6576,0.5433
i1_c2,0.6716,0.5481
i1_c3,0.6656,0.5667
i1_g,0.6294,0.5866
i2_c0,0.706,0.5853
i2_c1,0.688,0.5732
i2_c2,0.6996,0.5755
i2_c3,0.6928,0.5966
i2_g,0.6641,0.6195
i3_c0,0.7296,0.6084
i3_c1,0.7076,0.5985
i3_c2,0.7228,0.5977
i3_c3,0.7164,0.6157
i3_g,0.686,0.6391
i4_c0,0.7476,0.6279
i4_c1,0.7224,0.6194
i4_c2,0.7388,0.6163
i4_c3,0.7332,0.6357
i4_g,0.7038,0.6584
i5_c0,0.7616,0.6415
i5_c1,0.7392,0.6365
i5_c2,0.7548,0.6336
i5_c3,0.7476,0.6495
i5_g,0.7204,0.676
i6_c0,0.772,0.6554
i6_c1,0.7528,0.6495
i6_c2,0.7608,0.6477
i6_c3,0.7556,0.6663
i6_g,0.7318,0.689
i7_c0,0.7912,0.6714
i7_c1,0.7656,0.6593
i7_c2,0.7716,0.6613
i7_c3,0.77,0.6805
i7_g,0.7433,0.7022
i8_c0,0.7952,0.6818
i8_c1,0.7788,0.6722
i8_c2,0.7836,0.6729
i8_c3,0.7752,0.6887
i8_g,0.755,0.7121
i9_c0,0.8016,0.6916
i9_c1,0.7828,0.6824
i9_c2,0.7892,0.6838
i9_c3,0.7848,0.6984
i9_g,0.7636,0.7198
