,train_acc,test_acc
i0_c0,0.7242,0.6501
i0_c1,0.731,0.6487
i0_g,0.7143,0.6741
i1_c0,0.7832,0.7103
i1_c1,0.7908,0.7168
i1_g,0.7757,0.7334
i2_c0,0.8228,0.7469
i2_c1,0.814,0.7479
i2_g,0.8061,0.7681
i3_c0,0.8392,0.769
i3_c1,0.835,0.7696
i3_g,0.8271,0.7882
i4_c0,0.852,0.7818
i4_c1,0.8474,0.7798
i4_g,0.8413,0.8002
i5_c0,0.8612,0.7927
i5_c1,0.8562,0.7883
i5_g,0.8487,0.8084
i6_c0,0.869,0.7983
i6_c1,0.8612,0.7984
i6_g,0.8558,0.8148
i7_c0,0.8742,0.8061
i7_c1,0.8686,0.805
i7_g,0.8616,0.8172
i8_c0,0.8782,0.8102
i8_c1,0.8732,0.8096
i8_g,0.8652,0.8249
i9_c0,0.8798,0.8157
i9_c1,0.8768,0.814
i9_g,0.8687,0.8275
