,train_acc,test_acc
i0_c0,0.8264,0.5981
i0_c1,0.8376,0.6178
i0_c2,0.8336,0.6021
i0_c3,0.8288,0.59
i0_c4,0.82,0.6112
i0_c5,0.8328,0.5939
i0_c6,0.8168,0.5957
i0_c7,0.808,0.6124
i0_g,0.7364,0.7017
i1_c0,0.8808,0.6473
i1_c1,0.8704,0.6543
i1_c2,0.888,0.6504
i1_c3,0.8864,0.6425
i1_c4,0.8656,0.6474
i1_c5,0.8656,0.6595
i1_c6,0.8592,0.6532
i1_c7,0.8584,0.6679
i1_g,0.7816,0.7502
i2_c0,0.9128,0.6876
i2_c1,0.8864,0.6681
i2_c2,0.8968,0.6629
i2_c3,0.8904,0.6765
i2_c4,0.8736,0.6792
i2_c5,0.896,0.6866
i2_c6,0.8952,0.6844
i2_c7,0.8824,0.6867
i2_g,0.8039,0.7684
i3_c0,0.9184,0.6959
i3_c1,0.9056,0.6934
i3_c2,0.912,0.6887
i3_c3,0.9104,0.6812
i3_c4,0.88,0.6943
i3_c5,0.9024,0.6961
i3_c6,0.9096,0.6961
i3_c7,0.904,0.7157
i3_g,0.8196,0.7847
i4_c0,0.924,0.7094
i4_c1,0.9104,0.7126
i4_c2,0.9048,0.6911
i4_c3,0.9016,0.6981
i4_c4,0.8992,0.7047
i4_c5,0.9144,0.7072
i4_c6,0.9032,0.7102
i4_c7,0.9136,0.7161
i4_g,0.8264,0.797
i5_c0,0.924,0.7115
i5_c1,0.9184,0.7097
i5_c2,0.9232,0.6964
i5_c3,0.932,0.703
i5_c4,0.9096,0.7223
i5_c5,0.9088,0.7031
i5_c6,0.9048,0.7158
i5_c7,0.9112,0.7263
i5_g,0.8419,0.8064
i6_c0,0.9336,0.7139
i6_c1,0.9264,0.7145
i6_c2,0.9288,0.7144
i6_c3,0.9256,0.7045
i6_c4,0.9056,0.7214
i6_c5,0.9328,0.722
i6_c6,0.9184,0.7232
i6_c7,0.9176,0.7344
i6_g,0.8422,0.8101
i7_c0,0.932,0.723
i7_c1,0.92,0.7244
i7_c2,0.9256,0.7098
i7_c3,0.9312,0.7226
i7_c4,0.9104,0.7227
i7_c5,0.9264,0.7272
i7_c6,0.9192,0.7195
i7_c7,0.916,0.7381
i7_g,0.8456,0.8146
i8_c0,0.9416,0.725
i8_c1,0.9384,0.7349
i8_c2,0.9224,0.7255
i8_c3,0.9304,0.7221
i8_c4,0.92,0.7316
i8_c5,0.9208,0.7275
i8_c6,0.928,0.7183
i8_c7,0.9264,0.7496
i8_g,0.8507,0.8168
i9_c0,0.9464,0.7306
i9_c1,0.9328,0.7417
i9_c2,0.936,0.728
i9_c3,0.9376,0.7294
i9_c4,0.9176,0.7324
i9_c5,0.928,0.7366
i9_c6,0.9312,0.7316
i9_c7,0.9264,0.744
i9_g,0.8554,0.817
