,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9148,0.7764,0.9164,0.7778
i0_c1,0.9052,0.7749,0.906,0.7752
i0_c2,0.8908,0.7732,0.8932,0.7744
i0_c3,0.8908,0.7858,0.8888,0.7861
i0_g,0.8672,0.8336,,
i1_c0,0.9248,0.7906,0.9236,0.792
i1_c1,0.9112,0.7832,0.9096,0.7843
i1_c2,0.8988,0.7813,0.8988,0.781
i1_c3,0.9176,0.7963,0.9152,0.794
i1_g,0.8742,0.8387,,
i2_c0,0.9264,0.7907,0.9288,0.7914
i2_c1,0.9148,0.7802,0.9144,0.7781
i2_c2,0.908,0.7833,0.9056,0.7808
i2_c3,0.9116,0.7891,0.9108,0.789
i2_g,0.8764,0.8384,,
i3_c0,0.928,0.7835,0.9272,0.7853
i3_c1,0.9148,0.7826,0.916,0.784
i3_c2,0.908,0.7815,0.91,0.7798
i3_c3,0.912,0.7903,0.908,0.7915
i3_g,0.8805,0.8407,,
i4_c0,0.9252,0.7897,0.9244,0.7902
i4_c1,0.9244,0.7865,0.9268,0.7866
i4_c2,0.9076,0.7803,0.9064,0.7817
i4_c3,0.9116,0.7866,0.91,0.7857
i4_g,0.8798,0.8394,,
i5_c0,0.9212,0.7874,0.9204,0.7876
i5_c1,0.9148,0.7879,0.9148,0.7893
i5_c2,0.9028,0.7851,0.9036,0.7849
i5_c3,0.912,0.7915,0.9124,0.7912
i5_g,0.8767,0.8374,,
i6_c0,0.9288,0.7898,0.93,0.79
i6_c1,0.9184,0.7864,0.9204,0.7855
i6_c2,0.9128,0.7834,0.9104,0.7816
i6_c3,0.9124,0.791,0.9108,0.7908
i6_g,0.8771,0.8449,,
i7_c0,0.9312,0.7931,0.9296,0.7935
i7_c1,0.9124,0.7787,0.9144,0.7801
i7_c2,0.9016,0.788,0.904,0.7872
i7_c3,0.906,0.7898,0.9044,0.7913
i7_g,0.8781,0.8435,,
i8_c0,0.9224,0.7915,0.9208,0.7929
i8_c1,0.9212,0.7743,0.9204,0.7742
i8_c2,0.9072,0.7831,0.9052,0.7817
i8_c3,0.9184,0.7925,0.9188,0.7925
i8_g,0.8751,0.8452,,
i9_c0,0.9332,0.7917,0.9356,0.791
i9_c1,0.9216,0.7798,0.9212,0.7792
i9_c2,0.912,0.7856,0.9096,0.7839
i9_c3,0.9092,0.7969,0.9104,0.7973
i9_g,0.8804,0.8436,,
