,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8836,0.8068,0.8838,0.8065
i0_c1,0.8762,0.8131,0.8762,0.8134
i0_g,0.8758,0.8359,,
i1_c0,0.8896,0.8099,0.8896,0.8102
i1_c1,0.8704,0.8056,0.8706,0.8059
i1_g,0.8745,0.8355,,
i2_c0,0.8826,0.8118,0.8824,0.8119
i2_c1,0.8716,0.8097,0.8716,0.8095
i2_g,0.8774,0.8356,,
i3_c0,0.8902,0.8097,0.8904,0.81
i3_c1,0.8706,0.8106,0.8702,0.8109
i3_g,0.8762,0.8353,,
i4_c0,0.8814,0.81,0.8812,0.81
i4_c1,0.8756,0.8088,0.8756,0.8089
i4_g,0.8779,0.8387,,
i5_c0,0.8752,0.8034,0.875,0.8033
i5_c1,0.878,0.8145,0.8778,0.8142
i5_g,0.8772,0.8409,,
i6_c0,0.8764,0.8057,0.8766,0.8055
i6_c1,0.8738,0.8122,0.8734,0.8121
i6_g,0.869,0.8319,,
i7_c0,0.884,0.8146,0.884,0.8146
i7_c1,0.8694,0.8085,0.8694,0.8084
i7_g,0.8739,0.8388,,
i8_c0,0.879,0.8059,0.8794,0.8058
i8_c1,0.8796,0.8174,0.8796,0.8174
i8_g,0.8751,0.8369,,
i9_c0,0.8828,0.8169,0.883,0.8168
i9_c1,0.8712,0.8159,0.8716,0.8159
i9_g,0.8748,0.8422,,
