,0,1
i0_c0,0.7408,0.3397
i0_c1,0.7518,0.3359
i0_g,0.6684,0.404
i1_c0,0.7376,0.3388
i1_c1,0.7466,0.3432
i1_g,0.6682,0.4115
i2_c0,0.7454,0.3426
i2_c1,0.7486,0.3403
i2_g,0.6644,0.4093
i3_c0,0.744,0.3389
i3_c1,0.7358,0.3324
i3_g,0.6609,0.4082
i4_c0,0.7404,0.337
i4_c1,0.7638,0.3436
i4_g,0.6709,0.4143
