,train_acc,test_acc
i0_c0,0.5832,0.4829
i0_c1,0.5756,0.4734
i0_c2,0.5812,0.4789
i0_c3,0.592,0.5009
i0_g,0.5445,0.5107
i1_c0,0.62,0.523
i1_c1,0.6088,0.5049
i1_c2,0.6228,0.5125
i1_c3,0.628,0.5379
i1_g,0.5843,0.5431
i2_c0,0.6436,0.5463
i2_c1,0.6276,0.5303
i2_c2,0.6524,0.5337
i2_c3,0.6476,0.5587
i2_g,0.6065,0.562
i3_c0,0.6572,0.5645
i3_c1,0.6524,0.5524
i3_c2,0.6724,0.5542
i3_c3,0.6608,0.5772
i3_g,0.627,0.5798
i4_c0,0.6792,0.5816
i4_c1,0.6736,0.5653
i4_c2,0.6828,0.5718
i4_c3,0.6824,0.5942
i4_g,0.6455,0.5991
i5_c0,0.6872,0.5998
i5_c1,0.6812,0.5802
i5_c2,0.696,0.5822
i5_c3,0.6984,0.6066
i5_g,0.6572,0.6133
i6_c0,0.7048,0.6102
i6_c1,0.6948,0.5942
i6_c2,0.7076,0.5982
i6_c3,0.7036,0.6142
i6_g,0.6715,0.6252
i7_c0,0.7128,0.6217
i7_c1,0.7028,0.6062
i7_c2,0.7144,0.6078
i7_c3,0.712,0.6267
i7_g,0.6811,0.6361
i8_c0,0.73,0.6334
i8_c1,0.714,0.6185
i8_c2,0.7212,0.6153
i8_c3,0.7236,0.6379
i8_g,0.6895,0.6461
i9_c0,0.7412,0.642
i9_c1,0.7248,0.6266
i9_c2,0.728,0.6273
i9_c3,0.7304,0.6455
i9_g,0.702,0.655
