,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.864,0.7964,0.864,0.796
i0_c1,0.8396,0.7879,0.8394,0.7879
i0_g,0.8609,0.8234,,
i1_c0,0.8796,0.7999,0.879,0.7997
i1_c1,0.8656,0.7992,0.8638,0.7988
i1_g,0.8725,0.8317,,
i2_c0,0.8768,0.8071,0.8772,0.8071
i2_c1,0.8696,0.8064,0.8704,0.8067
i2_g,0.8742,0.8343,,
i3_c0,0.8876,0.8185,0.8872,0.8188
i3_c1,0.867,0.8102,0.8676,0.8103
i3_g,0.8762,0.8403,,
i4_c0,0.8838,0.8082,0.8842,0.8081
i4_c1,0.873,0.8156,0.8726,0.8156
i4_g,0.8766,0.8352,,
i5_c0,0.888,0.8183,0.887,0.8197
i5_c1,0.8786,0.8112,0.8774,0.8113
i5_g,0.8769,0.8436,,
i6_c0,0.8744,0.8036,0.875,0.8023
i6_c1,0.87,0.8088,0.8712,0.8083
i6_g,0.8695,0.8311,,
i7_c0,0.8934,0.815,0.8928,0.8148
i7_c1,0.8758,0.8074,0.8756,0.8081
i7_g,0.8773,0.8383,,
i8_c0,0.884,0.8133,0.885,0.8135
i8_c1,0.8764,0.8179,0.876,0.8185
i8_g,0.879,0.8378,,
i9_c0,0.883,0.8137,0.881,0.8123
i9_c1,0.8746,0.8159,0.8746,0.8151
i9_g,0.8764,0.8428,,
