,train_acc,test_acc
i0_c0,0.784,0.5608
i0_c1,0.7856,0.5546
i0_c2,0.7816,0.5506
i0_c3,0.7816,0.5473
i0_c4,0.7664,0.5643
i0_c5,0.7792,0.5647
i0_c6,0.7616,0.5633
i0_c7,0.7712,0.5719
i0_g,0.6821,0.6445
i1_c0,0.8408,0.619
i1_c1,0.8352,0.6172
i1_c2,0.8248,0.6059
i1_c3,0.8296,0.6063
i1_c4,0.8112,0.6123
i1_c5,0.8296,0.6186
i1_c6,0.8176,0.6224
i1_c7,0.8224,0.6313
i1_g,0.7391,0.7004
i2_c0,0.8792,0.6515
i2_c1,0.8656,0.6477
i2_c2,0.8568,0.6408
i2_c3,0.8616,0.6377
i2_c4,0.8432,0.6429
i2_c5,0.8608,0.6523
i2_c6,0.848,0.6525
i2_c7,0.8504,0.6573
i2_g,0.7687,0.7281
i3_c0,0.8736,0.6703
i3_c1,0.8792,0.6694
i3_c2,0.8752,0.6649
i3_c3,0.8704,0.6591
i3_c4,0.8656,0.6729
i3_c5,0.8736,0.669
i3_c6,0.8624,0.6767
i3_c7,0.8712,0.6852
i3_g,0.7889,0.7503
i4_c0,0.9,0.6928
i4_c1,0.8928,0.6874
i4_c2,0.892,0.6803
i4_c3,0.8864,0.6815
i4_c4,0.8808,0.6929
i4_c5,0.88,0.689
i4_c6,0.8872,0.6943
i4_c7,0.888,0.7072
i4_g,0.8043,0.766
i5_c0,0.9032,0.7029
i5_c1,0.9008,0.6952
i5_c2,0.9016,0.6962
i5_c3,0.9032,0.6948
i5_c4,0.8856,0.7086
i5_c5,0.8904,0.7004
i5_c6,0.8976,0.7092
i5_c7,0.8904,0.7168
i5_g,0.8176,0.7783
i6_c0,0.9224,0.7119
i6_c1,0.912,0.7095
i6_c2,0.9064,0.7079
i6_c3,0.9032,0.707
i6_c4,0.8968,0.7195
i6_c5,0.9048,0.7176
i6_c6,0.904,0.7169
i6_c7,0.9,0.7249
i6_g,0.8251,0.7864
i7_c0,0.9248,0.7246
i7_c1,0.9184,0.7237
i7_c2,0.9168,0.7153
i7_c3,0.9096,0.7142
i7_c4,0.9072,0.7238
i7_c5,0.9096,0.7225
i7_c6,0.9128,0.7257
i7_c7,0.9104,0.7407
i7_g,0.8333,0.7928
i8_c0,0.9288,0.7319
i8_c1,0.9152,0.724
i8_c2,0.9208,0.7265
i8_c3,0.9128,0.724
i8_c4,0.9064,0.7295
i8_c5,0.9152,0.7286
i8_c6,0.916,0.7312
i8_c7,0.9128,0.7468
i8_g,0.8405,0.7976
i9_c0,0.932,0.7376
i9_c1,0.9264,0.7317
i9_c2,0.9176,0.7312
i9_c3,0.9144,0.7257
i9_c4,0.908,0.7402
i9_c5,0.9184,0.736
i9_c6,0.9192,0.7362
i9_c7,0.9144,0.7489
i9_g,0.8453,0.8033
