,train_acc,test_acc
i0_c0,0.851,0.7761
i0_c1,0.8486,0.7728
i0_g,0.8434,0.7972
i1_c0,0.8674,0.7927
i1_c1,0.8706,0.7972
i1_g,0.8615,0.8179
i2_c0,0.8842,0.8097
i2_c1,0.878,0.8094
i2_g,0.8727,0.8334
i3_c0,0.8902,0.8153
i3_c1,0.8806,0.8209
i3_g,0.8766,0.8396
i4_c0,0.8922,0.8192
i4_c1,0.8848,0.8179
i4_g,0.8756,0.8399
i5_c0,0.896,0.8188
i5_c1,0.8956,0.8165
i5_g,0.88,0.8437
i6_c0,0.8978,0.8185
i6_c1,0.894,0.825
i6_g,0.8861,0.8447
i7_c0,0.9028,0.8199
i7_c1,0.895,0.8274
i7_g,0.8852,0.8459
i8_c0,0.8988,0.823
i8_c1,0.8948,0.8268
i8_g,0.8858,0.8429
i9_c0,0.902,0.8255
i9_c1,0.9,0.8309
i9_g,0.8863,0.8467
