file_name,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9448,0.7032,0,c0,0.6274000000000001,0.0005033222956847127,0.5788737469429087,0.0029538225364951327,0.9361333333333334,0.030112382096997153
i0_c1.npy,0.9328,0.6943,0,c1,0.6253333333333334,0.0011925695879998807,0.5783759195275183,0.004092645153081207,0.9265333333333331,0.030112382096997157
i0_c2.npy,0.928,0.6949,0,c2,0.6172,0.001616580753730939,0.5735508735240434,0.002040526249234406,0.9148,0.033093806066996884
i0_c3.npy,0.9392,0.6897,0,c3,0.6298666666666666,0.0031636828047212386,0.5817288284680693,0.0014420358555459877,0.9249333333333333,0.03548495768945231
i0_c4.npy,0.9192,0.7064,0,c4,0.6022,0.0020752509888364397,0.5639164254277871,0.002173544359845124,0.9030666666666667,0.04288879677595173
i0_c5.npy,0.9136,0.7015,0,c5,0.5985999999999999,0.0008246211251235174,0.5611429965035729,0.0028317046638849895,0.9062666666666667,0.02891981250899728
i0_c6.npy,0.9296,0.6992,0,c6,0.608,0.0027129319932501167,0.5667746920833244,0.0008936990981466573,0.9170666666666666,0.03232061605573481
i0_c7.npy,0.9248,0.7246,0,c7,0.5957333333333333,0.0038895872388839646,0.5591069080261973,0.0053048521047207335,0.9086666666666666,0.03071561311269709
i0_g.npy,0.8312,0.7971,0,g,0.5187750000000001,0.0003727711541057506,0.5116182374371615,0.00033078823651701137,0.8278166666666668,0.03726318185853458
i1_c0.npy,0.968,0.7279,1,c0,0.6193333333333334,0.0012788884062167327,0.5709593195609176,0.002573299314128883,0.9609333333333332,0.019379255804998195
i1_c1.npy,0.9496,0.7158,1,c1,0.6198666666666667,0.0004988876515698632,0.5732646887369729,0.0026348305384108484,0.9388000000000001,0.024509045949064057
i1_c2.npy,0.9552,0.7213,1,c2,0.6190666666666667,0.005434049032617296,0.5719753916797305,0.00581512049333876,0.9482666666666667,0.020162892208763657
i1_c3.npy,0.9632,0.7086,1,c3,0.6244,0.0008944271909999415,0.5751625327878074,0.0018022769596430597,0.9525333333333332,0.025640246141997575
i1_c4.npy,0.9336,0.7138,1,c4,0.6022000000000002,0.0006429100507328734,0.562433873401909,0.0016444923971643763,0.9213333333333334,0.025999658117410354
i1_c5.npy,0.948,0.7279,1,c5,0.6044666666666667,0.00027487370837451185,0.5620910054899487,0.0016390287028618291,0.9462666666666667,0.021418579681098282
i1_c6.npy,0.956,0.7231,1,c6,0.6142666666666666,0.000596284793999961,0.5685631187065437,0.0024265777374630902,0.9484,0.02307899477880265
i1_c7.npy,0.9416,0.7442,1,c7,0.5928666666666668,0.0021218440617119536,0.5551881710814824,0.0030440933634334135,0.9355999999999999,0.02272032863612084
i1_g.npy,0.8545,0.8202,1,g,0.5192333333333333,5.5277079839250573e-05,0.5115388248271452,0.000404324444154444,0.8536,0.02715204105280728
i2_c0.npy,0.9744,0.7446,2,c0,0.6112000000000001,0.0012649110640673353,0.5650388142502402,0.001958630689584446,0.9665333333333334,0.014012692658998668
i2_c1.npy,0.9584,0.7234,2,c1,0.6164000000000001,0.0010832051206181319,0.569956951845419,0.0024788364810173352,0.9490666666666668,0.019441079073846602
i2_c2.npy,0.964,0.7179,2,c2,0.6178,0.0003055050463303557,0.5704727701095101,0.002151031574357583,0.9542666666666667,0.02212409445730049
i2_c3.npy,0.972,0.7275,2,c3,0.6184666666666666,0.0010687479694587634,0.57001387919602,0.002424765561710484,0.9652000000000002,0.019501794789198265
i2_c4.npy,0.9408,0.7325,2,c4,0.5978666666666665,0.0029814239699997224,0.5585678850702944,7.434734887534751e-05,0.9333333333333332,0.02742910052399742
i2_c5.npy,0.9536,0.7375,2,c5,0.6048666666666666,0.0021837785805545666,0.562338138343122,0.00013878931658260947,0.9460000000000001,0.02057182539299807
i2_c6.npy,0.9616,0.7353,2,c6,0.6092000000000001,0.0025298221281346935,0.5647162567498695,0.0030111267344810296,0.9537333333333332,0.015801547040998513
i2_c7.npy,0.9656,0.7657,2,c7,0.5998,0.001739731780093327,0.5582828644405039,0.002859524964197119,0.9571999999999999,0.023436723320464373
i2_g.npy,0.8645,0.8291,2,g,0.5194416666666667,0.0002805005446617898,0.5115201775228035,0.0005113475092347089,0.8643,0.023436012174998272
i3_c0.npy,0.98,0.753,3,c0,0.6117333333333334,0.001379210724371826,0.5648622184356468,0.0019228594718245092,0.9734666666666666,0.012820123070998788
i3_c1.npy,0.96,0.7342,3,c1,0.6233333333333334,0.000596284793999961,0.5736852924342312,0.0012667414128156734,0.9605333333333332,0.01848482861399825
i3_c2.npy,0.976,0.7372,3,c2,0.6189999999999999,0.0010000000000000046,0.5698806325751317,0.0022428308179506078,0.9710666666666666,0.01818668621699827
i3_c3.npy,0.9672,0.7375,3,c3,0.6141333333333333,0.00029814239699993915,0.5669382513356006,0.0012131433605021716,0.9669333333333334,0.015267685555519637
i3_c4.npy,0.9536,0.7427,3,c4,0.5947333333333333,0.00127366487830287,0.5557123341539593,0.0007343102583361694,0.9452000000000002,0.022360679774997918
i3_c5.npy,0.9616,0.7523,3,c5,0.5998,0.00019999999999997797,0.5581267346774551,0.001306607307653754,0.9586666666666668,0.017652447107664393
i3_c6.npy,0.9712,0.7467,3,c6,0.6070666666666665,0.0005962847939999609,0.5624333570010983,0.001595486907786936,0.9649333333333333,0.015801547040998513
i3_c7.npy,0.9656,0.7729,3,c7,0.5946666666666668,0.0005962847939999196,0.5547298152874307,0.0016769243663623356,0.9601333333333333,0.01937925580499819
