,train_acc,test_acc
i0_c0,0.40705128205128205,0.0719
i0_c1,0.391025641025641,0.0505
i0_c2,0.33653846153846156,0.0448
i0_c3,0.41346153846153844,0.0807
i0_c4,0.32371794871794873,0.0371
i0_c5,0.33653846153846156,0.0445
i0_c6,0.28846153846153844,0.0342
i0_c7,0.4807692307692308,0.0684
i0_c8,0.47435897435897434,0.0701
i0_c9,0.3782051282051282,0.0546
i0_c10,0.4967948717948718,0.0617
i0_c11,0.5032051282051282,0.0837
i0_c12,0.4358974358974359,0.0795
i0_c13,0.2980769230769231,0.0602
i0_c14,0.5224358974358975,0.0638
i0_c15,0.48717948717948717,0.0603
i0_c16,0.4967948717948718,0.0758
i0_c17,0.4391025641025641,0.0642
i0_c18,0.49038461538461536,0.0651
i0_c19,0.5480769230769231,0.0792
i0_c20,0.34615384615384615,0.0406
i0_c21,0.3557692307692308,0.0454
i0_c22,0.36217948717948717,0.0388
i0_c23,0.2948717948717949,0.0667
i0_c24,0.22435897435897437,0.0354
i0_c25,0.3782051282051282,0.0546
i0_c26,0.3301282051282051,0.0625
i0_c27,0.4230769230769231,0.0711
i0_c28,0.2980769230769231,0.0324
i0_c29,0.4775641025641026,0.065
i0_c30,0.49038461538461536,0.0687
i0_c31,0.5,0.0658
i0_g,0.0371,0.0292
i1_c0,0.5192307692307693,0.1129
i1_c1,0.49038461538461536,0.0904
i1_c2,0.40064102564102566,0.064
i1_c3,0.5064102564102564,0.1012
i1_c4,0.46153846153846156,0.0687
i1_c5,0.4166666666666667,0.0624
i1_c6,0.4358974358974359,0.0675
i1_c7,0.6089743589743589,0.1035
i1_c8,0.5096153846153846,0.1201
i1_c9,0.4358974358974359,0.0773
i1_c10,0.5769230769230769,0.1186
i1_c11,0.5512820512820513,0.1006
i1_c12,0.5256410256410257,0.1129
i1_c13,0.391025641025641,0.0988
i1_c14,0.6089743589743589,0.1013
i1_c15,0.5641025641025641,0.0961
i1_c16,0.5512820512820513,0.1102
i1_c17,0.5384615384615384,0.0875
i1_c18,0.5705128205128205,0.1185
i1_c19,0.5961538461538461,0.105
i1_c20,0.4967948717948718,0.0789
i1_c21,0.47435897435897434,0.0751
i1_c22,0.46474358974358976,0.082
i1_c23,0.3269230769230769,0.0878
i1_c24,0.32051282051282054,0.0516
i1_c25,0.483974358974359,0.0794
i1_c26,0.4326923076923077,0.0747
i1_c27,0.5032051282051282,0.1134
i1_c28,0.4551282051282051,0.0608
i1_c29,0.5608974358974359,0.1269
i1_c30,0.5801282051282052,0.0857
i1_c31,0.5288461538461539,0.1067
i1_g,0.097,0.0798
i2_c0,0.5064102564102564,0.1403
i2_c1,0.5384615384615384,0.0989
i2_c2,0.5096153846153846,0.0959
i2_c3,0.5224358974358975,0.1264
i2_c4,0.5096153846153846,0.0923
i2_c5,0.532051282051282,0.0943
i2_c6,0.4935897435897436,0.0968
i2_c7,0.6089743589743589,0.1145
i2_c8,0.5544871794871795,0.1506
i2_c9,0.5128205128205128,0.0964
i2_c10,0.625,0.1351
i2_c11,0.6057692307692307,0.1265
i2_c12,0.5576923076923077,0.133
i2_c13,0.4358974358974359,0.1237
i2_c14,0.6762820512820513,0.1421
i2_c15,0.5737179487179487,0.1175
i2_c16,0.5801282051282052,0.1471
i2_c17,0.625,0.1347
i2_c18,0.6378205128205128,0.1624
i2_c19,0.6474358974358975,0.1533
i2_c20,0.5128205128205128,0.098
i2_c21,0.5608974358974359,0.1024
i2_c22,0.5096153846153846,0.0992
i2_c23,0.4198717948717949,0.0971
i2_c24,0.38461538461538464,0.082
i2_c25,0.5641025641025641,0.1211
i2_c26,0.4967948717948718,0.1031
i2_c27,0.5352564102564102,0.1485
i2_c28,0.5416666666666666,0.0932
i2_c29,0.6057692307692307,0.1484
i2_c30,0.6506410256410257,0.1297
i2_c31,0.5705128205128205,0.1451
i2_g,0.1562,0.1306
i3_c0,0.5769230769230769,0.161
i3_c1,0.5865384615384616,0.1352
i3_c2,0.5480769230769231,0.106
i3_c3,0.6089743589743589,0.154
i3_c4,0.592948717948718,0.1324
i3_c5,0.5961538461538461,0.1278
i3_c6,0.5641025641025641,0.1277
i3_c7,0.6602564102564102,0.1472
i3_c8,0.5576923076923077,0.1795
i3_c9,0.6314102564102564,0.1188
i3_c10,0.6442307692307693,0.1709
i3_c11,0.6378205128205128,0.168
i3_c12,0.6153846153846154,0.1557
i3_c13,0.49038461538461536,0.1351
i3_c14,0.7596153846153846,0.1584
i3_c15,0.6602564102564102,0.171
i3_c16,0.6538461538461539,0.1771
i3_c17,0.6826923076923077,0.1832
i3_c18,0.6378205128205128,0.1803
i3_c19,0.6923076923076923,0.1752
i3_c20,0.6121794871794872,0.1285
i3_c21,0.6153846153846154,0.1252
i3_c22,0.5576923076923077,0.1186
i3_c23,0.4519230769230769,0.1105
i3_c24,0.46474358974358976,0.1144
i3_c25,0.6282051282051282,0.1547
i3_c26,0.5576923076923077,0.1283
i3_c27,0.5865384615384616,0.1755
i3_c28,0.592948717948718,0.1248
i3_c29,0.625,0.1656
i3_c30,0.6698717948717948,0.1487
i3_c31,0.6442307692307693,0.17
i3_g,0.2071,0.1653
i4_c0,0.5993589743589743,0.1828
i4_c1,0.6121794871794872,0.171
i4_c2,0.5576923076923077,0.1211
i4_c3,0.6153846153846154,0.1754
i4_c4,0.592948717948718,0.1411
i4_c5,0.6185897435897436,0.1413
i4_c6,0.6282051282051282,0.1558
i4_c7,0.6955128205128205,0.1733
i4_c8,0.5865384615384616,0.2022
i4_c9,0.6153846153846154,0.1289
i4_c10,0.6794871794871795,0.185
i4_c11,0.6217948717948718,0.1819
i4_c12,0.6378205128205128,0.1789
i4_c13,0.5224358974358975,0.1385
i4_c14,0.7435897435897436,0.1902
i4_c15,0.6794871794871795,0.2024
i4_c16,0.6923076923076923,0.2061
i4_c17,0.7083333333333334,0.214
i4_c18,0.6474358974358975,0.2006
i4_c19,0.7147435897435898,0.2119
i4_c20,0.6121794871794872,0.1509
i4_c21,0.6410256410256411,0.1611
i4_c22,0.6410256410256411,0.1622
i4_c23,0.4967948717948718,0.1312
i4_c24,0.5512820512820513,0.1296
i4_c25,0.6185897435897436,0.1696
i4_c26,0.5865384615384616,0.1372
i4_c27,0.5673076923076923,0.1879
i4_c28,0.6378205128205128,0.1549
i4_c29,0.6378205128205128,0.1914
i4_c30,0.7115384615384616,0.2057
i4_c31,0.6602564102564102,0.1803
i4_g,0.2495,0.1925
i5_c0,0.6378205128205128,0.2047
i5_c1,0.6698717948717948,0.188
i5_c2,0.6282051282051282,0.1499
i5_c3,0.6346153846153846,0.1879
i5_c4,0.6891025641025641,0.1944
i5_c5,0.657051282051282,0.1772
i5_c6,0.6506410256410257,0.1684
i5_c7,0.7371794871794872,0.2019
i5_c8,0.6217948717948718,0.2167
i5_c9,0.6762820512820513,0.1533
i5_c10,0.6987179487179487,0.2017
i5_c11,0.6858974358974359,0.194
i5_c12,0.6762820512820513,0.1893
i5_c13,0.5865384615384616,0.1663
i5_c14,0.7467948717948718,0.2139
i5_c15,0.7243589743589743,0.2284
i5_c16,0.6891025641025641,0.2152
i5_c17,0.7307692307692307,0.2434
i5_c18,0.6634615384615384,0.218
i5_c19,0.7435897435897436,0.2315
i5_c20,0.7083333333333334,0.1979
i5_c21,0.6891025641025641,0.1841
i5_c22,0.6442307692307693,0.1897
i5_c23,0.532051282051282,0.1366
i5_c24,0.5288461538461539,0.1424
i5_c25,0.6666666666666666,0.1977
i5_c26,0.6506410256410257,0.1626
i5_c27,0.6089743589743589,0.2085
i5_c28,0.6474358974358975,0.1755
i5_c29,0.6730769230769231,0.1992
i5_c30,0.7435897435897436,0.2252
i5_c31,0.7019230769230769,0.2027
i5_g,0.2934,0.2207
i6_c0,0.6762820512820513,0.2263
