,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.876,0.7978,0.1822,0.1752
i0_c1,0.866,0.8003,0.2402,0.2472
i0_g,0.2449,0.2409,,
i1_c0,0.8972,0.8141,0.3224,0.3106
i1_c1,0.876,0.8142,0.2634,0.2549
i1_g,0.3273,0.3253,,
i2_c0,0.901,0.8166,0.3114,0.3105
i2_c1,0.8944,0.8229,0.3274,0.325
i2_g,0.3657,0.3536,,
i3_c0,0.905,0.8182,0.3232,0.3049
i3_c1,0.896,0.8251,0.3326,0.3212
i3_g,0.3581,0.3558,,
i4_c0,0.9052,0.8261,0.3508,0.337
i4_c1,0.8982,0.8222,0.3136,0.303
i4_g,0.3673,0.3708,,
i5_c0,0.9078,0.8245,0.3248,0.3219
i5_c1,0.9026,0.8234,0.3388,0.3517
i5_g,0.3958,0.3996,,
i6_c0,0.9078,0.826,0.3718,0.37
i6_c1,0.9098,0.8319,0.3434,0.3343
i6_g,0.4033,0.3993,,
i7_c0,0.9132,0.8203,0.3806,0.3781
i7_c1,0.9042,0.8289,0.3366,0.3482
i7_g,0.4161,0.4151,,
i8_c0,0.9102,0.8195,0.3818,0.3544
i8_c1,0.8996,0.8335,0.3658,0.3565
i8_g,0.4217,0.4001,,
i9_c0,0.9112,0.8249,0.3794,0.3813
i9_c1,0.903,0.8235,0.3814,0.3882
i9_g,0.4366,0.4462,,
