,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9856,0.5925,0.1408,0.1384
i0_c1,0.9888,0.5719,0.136,0.1665
i0_c2,0.984,0.5608,0.168,0.1786
i0_c3,0.9696,0.5917,0.168,0.1718
i0_c4,0.9776,0.5828,0.1824,0.1649
i0_c5,0.992,0.5765,0.1216,0.1233
i0_c6,0.984,0.5558,0.1376,0.1347
i0_c7,0.9776,0.5863,0.1296,0.1287
i0_c8,0.9696,0.5757,0.1568,0.1534
i0_c9,0.9776,0.5712,0.184,0.1631
i0_c10,0.992,0.5454,0.1136,0.1192
i0_c11,0.984,0.5983,0.184,0.1964
i0_c12,0.9872,0.5842,0.128,0.1276
i0_c13,0.9776,0.5735,0.1504,0.145
i0_c14,0.9792,0.6028,0.184,0.1689
i0_c15,0.9792,0.5681,0.1552,0.1312
i0_g,0.1582,0.1484,,
i1_c0,0.6048,0.3541,0.1696,0.1677
i1_c1,0.616,0.3453,0.176,0.1481
i1_c2,0.6064,0.3503,0.2048,0.1627
i1_c3,0.576,0.3407,0.1568,0.1502
i1_c4,0.5568,0.3412,0.1808,0.1634
i1_c5,0.56,0.3506,0.1488,0.1406
i1_c6,0.5968,0.3415,0.2048,0.1811
i1_c7,0.5936,0.3367,0.1568,0.1776
i1_c8,0.5776,0.3427,0.1984,0.1851
i1_c9,0.5504,0.3473,0.1824,0.158
i1_c10,0.6192,0.3525,0.1632,0.164
i1_c11,0.5888,0.3607,0.1728,0.1625
i1_c12,0.584,0.3433,0.1488,0.1471
i1_c13,0.5936,0.327,0.1648,0.1772
i1_c14,0.5888,0.3498,0.1392,0.1527
i1_c15,0.616,0.346,0.1808,0.1719
i1_g,0.2211,0.2151,,
i2_c0,0.584,0.3643,0.1952,0.1862
i2_c1,0.6272,0.3646,0.2208,0.2184
i2_c2,0.5888,0.3558,0.176,0.1688
i2_c3,0.5664,0.3531,0.1904,0.1734
i2_c4,0.5904,0.3596,0.2272,0.2065
i2_c5,0.6,0.3574,0.1776,0.1681
i2_c6,0.6096,0.3605,0.1504,0.1559
i2_c7,0.5872,0.3608,0.1568,0.1745
i2_c8,0.5728,0.3585,0.184,0.1985
