,0,1
i0_c0,0.8394,0.3956
i0_c1,0.8464,0.3858
i0_g,0.755,0.4723
i1_c0,0.8316,0.3968
i1_c1,0.8382,0.389
i1_g,0.7499,0.4686
i2_c0,0.8364,0.3854
i2_c1,0.841,0.3872
i2_g,0.7459,0.4619
i3_c0,0.844,0.3873
i3_c1,0.8354,0.395
i3_g,0.7509,0.4643
i4_c0,0.8336,0.3859
i4_c1,0.8448,0.3841
i4_g,0.7501,0.4637
