,train_acc,test_acc
i0_c0,0.87,0.7186
i0_c1,0.8548,0.7147
i0_c2,0.854,0.7165
i0_c3,0.8436,0.7345
i0_g,0.8091,0.771
i1_c0,0.9004,0.7563
i1_c1,0.8952,0.7528
i1_c2,0.886,0.7492
i1_c3,0.8908,0.7653
i1_g,0.8408,0.8022
i2_c0,0.9176,0.7725
i2_c1,0.9008,0.7679
i2_c2,0.8948,0.7704
i2_c3,0.8992,0.781
i2_g,0.858,0.817
i3_c0,0.9228,0.7814
i3_c1,0.9128,0.7863
i3_c2,0.9084,0.7876
i3_c3,0.9052,0.7851
i3_g,0.8688,0.8277
i4_c0,0.9316,0.7904
i4_c1,0.9152,0.7852
i4_c2,0.9112,0.7947
i4_c3,0.9128,0.7963
i4_g,0.8729,0.8347
i5_c0,0.938,0.7935
i5_c1,0.922,0.7929
i5_c2,0.9148,0.7957
i5_c3,0.9216,0.7995
i5_g,0.874,0.8371
i6_c0,0.9352,0.7961
i6_c1,0.9296,0.7932
i6_c2,0.92,0.797
i6_c3,0.9204,0.8028
i6_g,0.8781,0.8399
i7_c0,0.9368,0.801
i7_c1,0.9296,0.7957
i7_c2,0.9224,0.8024
i7_c3,0.9276,0.8059
i7_g,0.8778,0.8423
i8_c0,0.94,0.8029
i8_c1,0.9292,0.7977
i8_c2,0.9284,0.8047
i8_c3,0.9276,0.8036
i8_g,0.8825,0.843
i9_c0,0.9444,0.8046
i9_c1,0.9328,0.7965
i9_c2,0.9252,0.8046
i9_c3,0.9276,0.8096
i9_g,0.8819,0.8402
