,0,1
i0_c0,0.7404,0.2871
i0_c1,0.7972,0.328
i0_c2,0.7784,0.3148
i0_c3,0.7644,0.313
i0_g,0.5084,0.3516
i1_c0,0.7504,0.292
i1_c1,0.8104,0.3343
i1_c2,0.7804,0.3135
i1_c3,0.762,0.3071
i1_g,0.5112,0.355
i2_c0,0.7664,0.2919
i2_c1,0.8056,0.3297
i2_c2,0.7728,0.3087
i2_c3,0.7692,0.3148
i2_g,0.5151,0.3547
i3_c0,0.7516,0.2878
i3_c1,0.7928,0.319
i3_c2,0.7824,0.3107
i3_c3,0.7716,0.314
i3_g,0.5184,0.3563
i4_c0,0.7644,0.2974
i4_c1,0.802,0.3257
i4_c2,0.7704,0.3079
i4_c3,0.7744,0.315
i4_g,0.5125,0.3527
