,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9568,0.571,0.2704,0.2463
i0_c1,0.9696,0.5611,0.2128,0.1922
i0_c2,0.9696,0.5576,0.2064,0.1997
i0_c3,0.9488,0.5721,0.2,0.1869
i0_c4,0.9616,0.575,0.2368,0.2069
i0_c5,0.9728,0.5683,0.2032,0.2009
i0_c6,0.9632,0.5458,0.2336,0.2218
i0_c7,0.9584,0.5676,0.1872,0.2112
i0_c8,0.944,0.5708,0.1568,0.1715
i0_c9,0.9408,0.5559,0.248,0.2366
i0_c10,0.976,0.5352,0.2432,0.2159
i0_c11,0.936,0.5909,0.2144,0.2073
i0_c12,0.968,0.5737,0.2496,0.2147
i0_c13,0.9552,0.5591,0.2416,0.2361
i0_c14,0.944,0.5847,0.2512,0.236
i0_c15,0.96,0.5566,0.1696,0.1703
i0_g,0.3537,0.3675,,
i1_c0,0.9808,0.6014,0.232,0.2236
i1_c1,0.9824,0.5769,0.2384,0.2148
i1_c2,0.9856,0.5745,0.2368,0.2338
i1_c3,0.9712,0.5977,0.2384,0.2206
i1_c4,0.984,0.592,0.24,0.2275
i1_c5,0.9888,0.5838,0.2368,0.2115
i1_c6,0.984,0.5784,0.2928,0.2725
i1_c7,0.984,0.5953,0.2336,0.2361
i1_c8,0.9808,0.589,0.2384,0.2168
i1_c9,0.9808,0.5906,0.2688,0.2332
i1_c10,0.9952,0.5644,0.2832,0.2236
i1_c11,0.9776,0.6037,0.2912,0.2374
i1_c12,0.9968,0.5994,0.2576,0.2305
i1_c13,0.9712,0.5766,0.2864,0.254
i1_c14,0.976,0.6014,0.2608,0.2325
i1_c15,0.9872,0.5803,0.2352,0.2251
i1_g,0.4149,0.409,,
i2_c0,1.0,0.6039,0.2736,0.2409
i2_c1,0.9904,0.5915,0.2528,0.2253
i2_c2,0.9952,0.5868,0.2944,0.2435
i2_c3,0.9808,0.6242,0.224,0.2176
i2_c4,0.9888,0.6023,0.2416,0.2336
i2_c5,0.9952,0.5923,0.2832,0.2702
i2_c6,0.9968,0.5897,0.2384,0.1974
i2_c7,0.992,0.6097,0.2784,0.2559
i2_c8,0.9808,0.5995,0.2656,0.2523
i2_c9,0.9888,0.5986,0.24,0.2482
i2_c10,0.9936,0.5779,0.3104,0.2516
i2_c11,0.9904,0.6204,0.2656,0.2498
i2_c12,0.9936,0.6028,0.3104,0.2658
i2_c13,0.9856,0.5998,0.2768,0.2589
i2_c14,0.9904,0.6167,0.2352,0.225
i2_c15,0.9952,0.587,0.24,0.2352
i2_g,0.4588,0.4413,,
i3_c0,0.9952,0.6275,0.3088,0.2637
i3_c1,0.9952,0.5986,0.3136,0.2854
i3_c2,0.9984,0.6115,0.2976,0.2643
i3_c3,0.9888,0.6385,0.2704,0.2697
i3_c4,0.9936,0.6121,0.2528,0.2768
i3_c5,0.9984,0.6026,0.2592,0.2345
i3_c6,1.0,0.6011,0.2896,0.2602
i3_c7,0.9952,0.6192,0.2544,0.2392
i3_c8,0.984,0.6079,0.2288,0.2262
i3_c9,0.9904,0.6061,0.2544,0.2454
i3_c10,0.9968,0.5865,0.264,0.2578
i3_c11,0.9936,0.6316,0.2512,0.2317
i3_c12,0.9952,0.6179,0.264,0.2458
i3_c13,0.9904,0.6175,0.2912,0.2607
i3_c14,0.992,0.6319,0.296,0.2693
i3_c15,0.9968,0.598,0.2528,0.2294
i3_g,0.4557,0.4511,,
i4_c0,0.9904,0.6213,0.368,0.2967
i4_c1,0.9984,0.598,0.2912,0.2642
i4_c2,1.0,0.6094,0.2896,0.2915
i4_c3,0.9888,0.6367,0.2688,0.2593
i4_c4,0.9952,0.6161,0.2928,0.2616
i4_c5,0.9984,0.6079,0.3184,0.2987
i4_c6,0.9952,0.6237,0.3168,0.281
i4_c7,0.9968,0.6172,0.288,0.2715
i4_c8,0.9904,0.6163,0.2736,0.2261
i4_c9,0.9936,0.6099,0.3088,0.278
i4_c10,0.9952,0.5985,0.3104,0.2766
i4_c11,0.9968,0.6251,0.2736,0.252
i4_c12,0.9968,0.6228,0.264,0.2459
i4_c13,0.9952,0.6171,0.2896,0.2514
i4_c14,0.9952,0.6245,0.2464,0.2289
i4_c15,1.0,0.6173,0.256,0.2563
i4_g,0.4862,0.4796,,
i5_c0,0.9984,0.6411,0.264,0.2494
i5_c1,0.9968,0.6148,0.3328,0.2709
i5_c2,1.0,0.6224,0.328,0.295
i5_c3,0.9968,0.6479,0.296,0.2696
