,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9576,0.7096,0.9584,0.7117
i0_c1,0.9448,0.7046,0.9432,0.7035
i0_c2,0.944,0.7028,0.9424,0.7013
i0_c3,0.9456,0.698,0.9472,0.6977
i0_c4,0.9248,0.7036,0.928,0.705
i0_c5,0.9456,0.7111,0.9456,0.7095
i0_c6,0.9376,0.7007,0.9408,0.701
i0_c7,0.9336,0.7281,0.9312,0.7287
i0_g,0.8417,0.8075,,
i1_c0,0.9592,0.7227,0.9592,0.7223
i1_c1,0.9592,0.7197,0.9592,0.7197
i1_c2,0.9544,0.711,0.9552,0.7108
i1_c3,0.9552,0.7095,0.9576,0.7084
i1_c4,0.9464,0.7191,0.9472,0.7196
i1_c5,0.948,0.7221,0.9512,0.7226
i1_c6,0.9544,0.7158,0.9544,0.7159
i1_c7,0.9496,0.7474,0.9472,0.7443
i1_g,0.8547,0.8177,,
i2_c0,0.9776,0.736,0.9744,0.7353
i2_c1,0.9632,0.7307,0.9624,0.7307
i2_c2,0.9608,0.7218,0.964,0.7218
i2_c3,0.972,0.7197,0.9736,0.7204
i2_c4,0.9472,0.727,0.948,0.7263
i2_c5,0.956,0.7276,0.9568,0.7263
i2_c6,0.9592,0.7324,0.96,0.7314
i2_c7,0.9552,0.7531,0.9512,0.7534
i2_g,0.8625,0.826,,
i3_c0,0.9704,0.7321,0.9704,0.7302
i3_c1,0.9632,0.7302,0.96,0.7308
i3_c2,0.9672,0.7179,0.9672,0.7183
i3_c3,0.9736,0.7239,0.976,0.7258
i3_c4,0.9456,0.7288,0.944,0.7296
i3_c5,0.9552,0.7353,0.956,0.734
i3_c6,0.9584,0.7307,0.96,0.7309
i3_c7,0.9608,0.7565,0.9576,0.7563
i3_g,0.8608,0.8288,,
i4_c0,0.9728,0.7347,0.9728,0.7359
i4_c1,0.9616,0.7284,0.96,0.7291
i4_c2,0.972,0.7205,0.9712,0.7203
i4_c3,0.9712,0.7218,0.9712,0.7211
i4_c4,0.9488,0.739,0.948,0.7393
i4_c5,0.9568,0.7359,0.9584,0.735
i4_c6,0.9576,0.7296,0.9584,0.7289
i4_c7,0.9632,0.7539,0.9624,0.7546
i4_g,0.8641,0.8266,,
i5_c0,0.9792,0.7366,0.976,0.7377
i5_c1,0.9696,0.731,0.9704,0.7321
i5_c2,0.9672,0.7227,0.9648,0.7223
i5_c3,0.9672,0.7231,0.968,0.7234
i5_c4,0.9384,0.7331,0.9376,0.7335
i5_c5,0.9576,0.7378,0.956,0.7381
i5_c6,0.964,0.7283,0.9608,0.73
i5_c7,0.9664,0.7573,0.968,0.7569
i5_g,0.861,0.8315,,
i6_c0,0.976,0.7375,0.9744,0.738
i6_c1,0.9576,0.7266,0.9576,0.7274
i6_c2,0.9664,0.72,0.9632,0.7189
i6_c3,0.9696,0.7248,0.9664,0.7264
i6_c4,0.9456,0.7335,0.9464,0.7306
i6_c5,0.9608,0.738,0.9632,0.7386
i6_c6,0.9672,0.7285,0.9664,0.7285
i6_c7,0.9616,0.7585,0.9592,0.7574
i6_g,0.8627,0.8295,,
i7_c0,0.9776,0.7401,0.9808,0.7391
i7_c1,0.964,0.7332,0.9632,0.7317
i7_c2,0.9712,0.7206,0.972,0.7196
i7_c3,0.9696,0.7226,0.968,0.7217
i7_c4,0.9504,0.7357,0.948,0.7351
i7_c5,0.9544,0.7365,0.952,0.7343
i7_c6,0.9552,0.7312,0.9544,0.7314
i7_c7,0.9632,0.7586,0.964,0.7592
i7_g,0.864,0.8266,,
i8_c0,0.9808,0.7407,0.98,0.7403
i8_c1,0.9608,0.7249,0.96,0.7257
i8_c2,0.976,0.7242,0.9728,0.7231
i8_c3,0.9688,0.7252,0.972,0.7256
i8_c4,0.9504,0.737,0.9536,0.7383
i8_c5,0.9624,0.7402,0.9632,0.74
i8_c6,0.9648,0.7288,0.9648,0.7277
i8_c7,0.9544,0.7552,0.9552,0.7553
i8_g,0.8634,0.8296,,
i9_c0,0.9816,0.7429,0.984,0.7406
i9_c1,0.9696,0.7318,0.9712,0.7307
i9_c2,0.9648,0.7277,0.9648,0.7273
i9_c3,0.9688,0.7274,0.9704,0.7277
i9_c4,0.952,0.7342,0.9528,0.7328
i9_c5,0.9672,0.7378,0.968,0.7375
i9_c6,0.9616,0.7288,0.9632,0.7292
i9_c7,0.9648,0.7591,0.9672,0.758
i9_g,0.8652,0.8294,,
