,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9164,0.7811,0.15,0.1527
i0_c1,0.896,0.7716,0.1188,0.122
i0_c2,0.9004,0.7734,0.1268,0.1244
i0_c3,0.8972,0.7818,0.1064,0.1234
i0_g,0.1214,0.1166,,
i1_c0,0.2248,0.2168,0.1672,0.1522
i1_c1,0.228,0.2108,0.1692,0.1647
i1_c2,0.2428,0.2134,0.1628,0.1668
i1_c3,0.2412,0.2148,0.1476,0.1334
i1_g,0.176,0.1638,,
i2_c0,0.2588,0.2359,0.1856,0.1801
i2_c1,0.2372,0.2351,0.2064,0.2081
i2_c2,0.2472,0.2388,0.16,0.163
i2_c3,0.256,0.2325,0.198,0.1939
i2_g,0.2104,0.2106,,
i3_c0,0.2732,0.2597,0.206,0.2026
i3_c1,0.26,0.2572,0.1996,0.2107
i3_c2,0.28,0.2598,0.2592,0.2369
i3_c3,0.2492,0.2596,0.2128,0.2199
i3_g,0.2542,0.25,,
i4_c0,0.2956,0.2786,0.252,0.2253
i4_c1,0.2872,0.2737,0.1844,0.1825
i4_c2,0.3104,0.2769,0.2204,0.2077
i4_c3,0.2864,0.2763,0.2288,0.2255
i4_g,0.2518,0.2541,,
i5_c0,0.2936,0.2756,0.2,0.1841
i5_c1,0.28,0.2751,0.242,0.2375
i5_c2,0.3024,0.2773,0.2688,0.2603
i5_c3,0.2672,0.2763,0.2228,0.2172
i5_g,0.2651,0.2509,,
i6_c0,0.2936,0.2736,0.2548,0.2296
i6_c1,0.2852,0.273,0.2616,0.242
i6_c2,0.3024,0.2743,0.2296,0.2042
i6_c3,0.2776,0.272,0.2552,0.245
i6_g,0.2765,0.2632,,
i7_c0,0.3096,0.2845,0.2592,0.2392
i7_c1,0.2968,0.285,0.2088,0.2143
i7_c2,0.3088,0.2855,0.2512,0.2279
i7_c3,0.2976,0.2838,0.2428,0.2465
i7_g,0.2689,0.2639,,
i8_c0,0.3056,0.2848,0.2656,0.2574
i8_c1,0.2936,0.2844,0.2508,0.2381
i8_c2,0.3092,0.284,0.2668,0.2447
i8_c3,0.2972,0.2845,0.2376,0.2325
i8_g,0.2835,0.2753,,
i9_c0,0.3176,0.291,0.2604,0.2437
i9_c1,0.2924,0.2908,0.2412,0.2335
i9_c2,0.3132,0.2908,0.246,0.2469
i9_c3,0.2928,0.2883,0.272,0.254
i9_g,0.2868,0.2749,,
