,train_acc,test_acc
i0_c0,0.8412,0.773
i0_c1,0.8306,0.7693
i0_g,0.834,0.7909
i1_c0,0.8626,0.7879
i1_c1,0.8634,0.7924
i1_g,0.853,0.8104
i2_c0,0.8762,0.8063
i2_c1,0.8754,0.8042
i2_g,0.8664,0.8305
i3_c0,0.8822,0.8041
i3_c1,0.8774,0.8132
i3_g,0.8699,0.8316
i4_c0,0.8888,0.8207
i4_c1,0.8848,0.8136
i4_g,0.8761,0.8376
i5_c0,0.888,0.8145
i5_c1,0.8854,0.8199
i5_g,0.8803,0.8381
i6_c0,0.897,0.8193
i6_c1,0.8908,0.8228
i6_g,0.8809,0.8402
i7_c0,0.8946,0.8202
i7_c1,0.89,0.8234
i7_g,0.8843,0.842
i8_c0,0.8944,0.8205
i8_c1,0.8938,0.8222
i8_g,0.8817,0.8401
i9_c0,0.9022,0.8246
i9_c1,0.8914,0.8237
i9_g,0.8837,0.8442
