,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8668,0.7969,0.8668,0.7969
i0_c1,0.8674,0.8117,0.8674,0.8117
i0_g,0.8691,0.8332,,
i1_c0,0.8828,0.8108,0.8828,0.8108
i1_c1,0.8708,0.8055,0.8708,0.8054
i1_g,0.8738,0.8315,,
i2_c0,0.8936,0.8165,0.8936,0.8164
i2_c1,0.8754,0.8098,0.875,0.8098
i2_g,0.8784,0.8349,,
i3_c0,0.883,0.8024,0.883,0.8026
i3_c1,0.8774,0.8153,0.8774,0.8151
i3_g,0.8756,0.8349,,
i4_c0,0.8906,0.8108,0.8908,0.8108
i4_c1,0.8652,0.8113,0.865,0.8116
i4_g,0.8755,0.8405,,
i5_c0,0.8938,0.8185,0.894,0.8183
i5_c1,0.8768,0.8077,0.8766,0.8079
i5_g,0.8794,0.8382,,
i6_c0,0.8758,0.8129,0.8758,0.8128
i6_c1,0.871,0.8077,0.8712,0.8079
i6_g,0.874,0.838,,
i7_c0,0.8818,0.8131,0.8814,0.813
i7_c1,0.875,0.8041,0.875,0.804
i7_g,0.876,0.8343,,
i8_c0,0.8816,0.8116,0.8816,0.8117
i8_c1,0.8798,0.8163,0.8802,0.8161
i8_g,0.876,0.8405,,
i9_c0,0.8786,0.8122,0.8784,0.8122
i9_c1,0.8746,0.8101,0.8748,0.8101
i9_g,0.8786,0.8397,,
