,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9168,0.777,0.8784,0.7495
i0_c1,0.9116,0.7797,0.8648,0.7596
i0_c2,0.9012,0.7791,0.8564,0.7501
i0_c3,0.8952,0.785,0.8556,0.7547
i0_g,0.8571,0.8221,,
i1_c0,0.922,0.7897,0.8848,0.7681
i1_c1,0.9164,0.7787,0.8768,0.7608
i1_c2,0.9072,0.7874,0.8648,0.7632
i1_c3,0.9044,0.7934,0.876,0.7663
i1_g,0.8627,0.8336,,
i2_c0,0.932,0.7861,0.8872,0.7544
i2_c1,0.9092,0.7816,0.8652,0.7553
i2_c2,0.9024,0.7912,0.8632,0.7588
i2_c3,0.9044,0.787,0.8664,0.7682
i2_g,0.8686,0.8329,,
i3_c0,0.9208,0.7787,0.8772,0.758
i3_c1,0.918,0.7837,0.8684,0.7535
i3_c2,0.8972,0.7719,0.8604,0.7526
i3_c3,0.9096,0.7978,0.8704,0.7665
i3_g,0.8618,0.8257,,
i4_c0,0.9208,0.7861,0.8772,0.7647
i4_c1,0.9136,0.7781,0.8744,0.762
i4_c2,0.91,0.7861,0.8648,0.7613
i4_c3,0.9104,0.7853,0.8672,0.7604
i4_g,0.8685,0.833,,
