,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.3856,0.1019,0,c0,0.5005333333333333,0.0008844332774280929,0.3409090909090909,0.3764320681456013,0.0061333333333333335,0.010386315783546905
i0_c1.npy,0.3456,0.0863,0,c1,0.5105333333333333,0.002825282680055624,0.8978260869565218,0.15703920099460297,0.026933333333333337,0.0078065499564290396
i0_c2.npy,0.3824,0.0757,0,c2,0.5022666666666665,0.000853749898324361,0.8675213675213675,0.1909735296709772,0.008266666666666667,0.0064937576863391576
i0_c3.npy,0.424,0.0795,0,c3,0.5005333333333333,0.0008844332774280929,0.1851851851851852,0.2618914004394621,0.005333333333333333,0.008844332774281066
i0_c4.npy,0.408,0.0894,0,c4,0.5014666666666666,0.0022350739485653436,0.7708333333333334,0.2329237476562281,0.008266666666666667,0.011177755688071835
i0_c5.npy,0.424,0.0875,0,c5,0.5062666666666666,0.0018135294011647316,0.8046037296037295,0.15171204930898508,0.02053333333333333,0.007060374557265988
i0_c6.npy,0.376,0.0951,0,c6,0.5034666666666667,0.001192569587999893,0.8876941457586619,0.17207619486154202,0.0112,0.007617523657112373
i0_c7.npy,0.4448,0.1118,0,c7,0.5050666666666667,0.004924316083365176,0.8903985507246377,0.1572777843809397,0.014400000000000003,0.01718293727315948
i0_c8.npy,0.4496,0.0957,0,c8,0.5025333333333334,0.0023739325086352975,0.888111888111888,0.159055684002163,0.009333333333333334,0.011772661362476861
i0_c9.npy,0.4112,0.0849,0,c9,0.5027999999999998,0.002052640575778744,0.7901875901875902,0.2119572159094326,0.0112,0.007332121111929344
i0_c10.npy,0.3616,0.0716,0,c10,0.5052,0.0018903262505010506,0.9166666666666666,0.13574213025411797,0.013866666666666666,0.008795958667984343
i0_c11.npy,0.368,0.087,0,c11,0.5074666666666667,0.0008844332774281319,0.7914224664224664,0.09568788876766528,0.022933333333333333,0.008035476892436994
i0_c12.npy,0.2976,0.0708,0,c12,0.5049333333333333,0.0010749676997731455,0.8087962962962963,0.14940013600957577,0.016533333333333334,0.009175813618178801
i0_c13.npy,0.3856,0.0996,0,c13,0.5033333333333333,0.0018714225130157583,0.8714285714285714,0.182014427177299,0.0112,0.010890974856886473
i0_c14.npy,0.4256,0.0838,0,c14,0.5017333333333333,0.00029814239699993915,0.8544973544973544,0.20582282611333255,0.008266666666666667,0.007861014918924627
i0_c15.npy,0.416,0.1019,0,c15,0.5014666666666666,0.0037070503398554423,0.3349673202614379,0.3863299397319481,0.006933333333333333,0.013407792095974971
