,train_acc,test_acc
i0_c0,0.832,0.6026
i0_c1,0.8352,0.6037
i0_c2,0.8344,0.5988
i0_c3,0.8336,0.5974
i0_c4,0.8168,0.6013
i0_c5,0.836,0.6031
i0_c6,0.816,0.6095
i0_c7,0.816,0.6169
i0_g,0.7236,0.6881
i1_c0,0.8736,0.6479
i1_c1,0.888,0.6438
i1_c2,0.8736,0.6516
i1_c3,0.8712,0.6497
i1_c4,0.8544,0.6534
i1_c5,0.8688,0.6499
i1_c6,0.868,0.6613
i1_c7,0.8704,0.6687
i1_g,0.776,0.7375
i2_c0,0.9048,0.6738
i2_c1,0.8976,0.6835
i2_c2,0.9024,0.6766
i2_c3,0.9016,0.6673
i2_c4,0.8872,0.6889
i2_c5,0.8944,0.6824
i2_c6,0.8976,0.6866
i2_c7,0.8896,0.7003
i2_g,0.7998,0.7661
i3_c0,0.9216,0.7003
i3_c1,0.9128,0.6962
i3_c2,0.9128,0.6908
i3_c3,0.916,0.6939
i3_c4,0.9048,0.7042
i3_c5,0.9056,0.6891
i3_c6,0.9128,0.6968
i3_c7,0.9072,0.7218
i3_g,0.8187,0.7801
i4_c0,0.9208,0.7051
i4_c1,0.9232,0.7082
i4_c2,0.9184,0.7088
i4_c3,0.9296,0.7094
i4_c4,0.9064,0.7157
i4_c5,0.9144,0.7053
i4_c6,0.92,0.7143
i4_c7,0.912,0.727
i4_g,0.8329,0.7885
i5_c0,0.9384,0.7178
i5_c1,0.9312,0.7175
i5_c2,0.924,0.7142
i5_c3,0.9216,0.7102
i5_c4,0.924,0.7211
i5_c5,0.924,0.7187
i5_c6,0.9248,0.7249
i5_c7,0.924,0.7339
i5_g,0.8382,0.7997
i6_c0,0.948,0.7224
i6_c1,0.9352,0.7278
i6_c2,0.9376,0.7306
i6_c3,0.9408,0.7224
i6_c4,0.9176,0.7357
i6_c5,0.9288,0.7281
i6_c6,0.9312,0.7346
i6_c7,0.9224,0.7487
i6_g,0.8464,0.8079
i7_c0,0.9464,0.7363
i7_c1,0.9376,0.7263
i7_c2,0.9344,0.7334
i7_c3,0.94,0.733
i7_c4,0.9264,0.7377
i7_c5,0.9296,0.734
i7_c6,0.9352,0.7331
i7_c7,0.9304,0.7541
i7_g,0.8494,0.8114
i8_c0,0.956,0.7393
i8_c1,0.9368,0.7453
i8_c2,0.9408,0.7315
i8_c3,0.9376,0.7257
i8_c4,0.932,0.7468
i8_c5,0.9368,0.7397
i8_c6,0.9392,0.7409
i8_c7,0.9352,0.7568
i8_g,0.8546,0.8151
i9_c0,0.9536,0.7494
i9_c1,0.9448,0.7449
i9_c2,0.9448,0.7406
i9_c3,0.9464,0.7284
i9_c4,0.928,0.7507
i9_c5,0.94,0.7464
i9_c6,0.9424,0.7528
i9_c7,0.9312,0.7656
i9_g,0.8593,0.8191
