,train_acc,test_acc
i0_c0,0.5232,0.422
i0_c1,0.5424,0.4208
i0_c2,0.5144,0.3989
i0_c3,0.5232,0.4087
i0_c4,0.5272,0.4204
i0_c5,0.536,0.3937
i0_c6,0.5208,0.4182
i0_c7,0.5024,0.4127
i0_g,0.6099,0.579
i1_c0,0.56,0.4514
i1_c1,0.5472,0.4589
i1_c2,0.5536,0.4537
i1_c3,0.5584,0.4426
i1_c4,0.5296,0.445
i1_c5,0.5528,0.4559
i1_c6,0.5552,0.4309
i1_c7,0.5392,0.4348
i1_g,0.6421,0.6187
i2_c0,0.5856,0.4796
i2_c1,0.5832,0.4702
i2_c2,0.5952,0.4814
i2_c3,0.6152,0.4736
i2_c4,0.568,0.4814
i2_c5,0.5824,0.4699
i2_c6,0.5752,0.469
i2_c7,0.5608,0.4756
i2_g,0.6737,0.6353
i3_c0,0.596,0.4822
i3_c1,0.5888,0.4944
i3_c2,0.5968,0.4941
i3_c3,0.6272,0.5008
i3_c4,0.5944,0.4919
i3_c5,0.6088,0.4951
i3_c6,0.6168,0.4999
i3_c7,0.596,0.4977
i3_g,0.6867,0.6539
i4_c0,0.6224,0.5046
i4_c1,0.6328,0.5081
i4_c2,0.5992,0.4822
i4_c3,0.6288,0.5141
i4_c4,0.5968,0.5152
i4_c5,0.6232,0.5115
i4_c6,0.6232,0.5046
i4_c7,0.6296,0.5176
i4_g,0.6986,0.6668
i5_c0,0.6208,0.5087
i5_c1,0.64,0.5056
i5_c2,0.6424,0.5215
i5_c3,0.6184,0.5162
i5_c4,0.6256,0.5206
i5_c5,0.6224,0.5029
i5_c6,0.6288,0.5237
i5_c7,0.6272,0.5223
i5_g,0.708,0.6678
i6_c0,0.6624,0.5207
i6_c1,0.6328,0.5181
i6_c2,0.6512,0.5442
i6_c3,0.664,0.5202
i6_c4,0.62,0.5286
i6_c5,0.6328,0.5292
i6_c6,0.616,0.5175
i6_c7,0.6416,0.5205
i6_g,0.7154,0.6775
i7_c0,0.6536,0.5339
i7_c1,0.6608,0.5381
i7_c2,0.628,0.5163
i7_c3,0.6592,0.5328
i7_c4,0.6576,0.5398
i7_c5,0.6392,0.5367
i7_c6,0.6408,0.5486
i7_c7,0.6192,0.5203
i7_g,0.7271,0.6967
i8_c0,0.6712,0.5471
i8_c1,0.6696,0.5515
i8_c2,0.6392,0.5311
i8_c3,0.664,0.533
i8_c4,0.6384,0.5358
i8_c5,0.6656,0.5485
i8_c6,0.66,0.5533
i8_c7,0.6368,0.5378
i8_g,0.724,0.7025
i9_c0,0.6656,0.5343
i9_c1,0.6504,0.5502
i9_c2,0.6696,0.5605
i9_c3,0.6704,0.5473
i9_c4,0.6504,0.5492
i9_c5,0.6512,0.5427
i9_c6,0.6592,0.547
i9_c7,0.6672,0.557
i9_g,0.7393,0.7004
