,train_acc,test_acc
i0_c0,0.816,0.481
i0_c1,0.816,0.4856
i0_c2,0.8352,0.4564
i0_c3,0.8224,0.4836
i0_c4,0.8096,0.4736
i0_c5,0.8176,0.4767
i0_c6,0.8336,0.4667
i0_c7,0.7968,0.4652
i0_c8,0.7904,0.4821
i0_c9,0.784,0.4832
i0_c10,0.84,0.4507
i0_c11,0.8016,0.4968
i0_c12,0.8,0.492
i0_c13,0.808,0.4727
i0_c14,0.8112,0.4817
i0_c15,0.8096,0.4708
i0_g,0.6542,0.6207
i1_c0,0.856,0.5278
i1_c1,0.848,0.5213
i1_c2,0.8784,0.5116
i1_c3,0.8288,0.527
i1_c4,0.8576,0.5183
i1_c5,0.848,0.5129
i1_c6,0.8544,0.5209
i1_c7,0.8368,0.5294
i1_c8,0.8432,0.5297
i1_c9,0.8352,0.515
i1_c10,0.8864,0.4945
i1_c11,0.8432,0.5339
i1_c12,0.84,0.5276
i1_c13,0.8368,0.5105
i1_c14,0.8432,0.5174
i1_c15,0.8432,0.5025
i1_g,0.7013,0.6619
i2_c0,0.8704,0.5387
i2_c1,0.88,0.544
i2_c2,0.8928,0.5396
i2_c3,0.8544,0.5462
i2_c4,0.8704,0.5404
i2_c5,0.8736,0.5516
i2_c6,0.8768,0.531
i2_c7,0.8624,0.5529
i2_c8,0.8816,0.5651
i2_c9,0.8688,0.5389
i2_c10,0.9088,0.534
i2_c11,0.8736,0.5533
i2_c12,0.8656,0.5393
i2_c13,0.8672,0.5537
i2_c14,0.8576,0.5585
i2_c15,0.8784,0.5282
i2_g,0.7331,0.6946
i3_c0,0.8768,0.5893
i3_c1,0.8976,0.5719
i3_c2,0.9168,0.5566
i3_c3,0.872,0.5736
i3_c4,0.8864,0.5567
i3_c5,0.8912,0.5574
i3_c6,0.8912,0.5583
i3_c7,0.8752,0.5561
i3_c8,0.8672,0.5637
i3_c9,0.8528,0.5662
i3_c10,0.9152,0.5515
i3_c11,0.888,0.5798
i3_c12,0.896,0.5769
i3_c13,0.8688,0.5577
i3_c14,0.8736,0.5834
i3_c15,0.8896,0.5659
i3_g,0.7536,0.7174
i4_c0,0.9008,0.58
i4_c1,0.912,0.5746
i4_c2,0.9104,0.5775
i4_c3,0.9152,0.5885
i4_c4,0.9056,0.579
i4_c5,0.9024,0.5773
i4_c6,0.8944,0.5751
i4_c7,0.8992,0.5947
i4_c8,0.8944,0.5797
i4_c9,0.872,0.5659
i4_c10,0.9248,0.5672
i4_c11,0.8816,0.5963
i4_c12,0.8928,0.5858
i4_c13,0.9008,0.5723
i4_c14,0.8688,0.5777
i4_c15,0.8992,0.5683
i4_g,0.7686,0.7291
i5_c0,0.9008,0.6087
i5_c1,0.9184,0.5877
i5_c2,0.928,0.5887
i5_c3,0.8912,0.5879
i5_c4,0.9088,0.5864
i5_c5,0.8928,0.5986
i5_c6,0.8912,0.5711
i5_c7,0.912,0.6011
i5_c8,0.8864,0.6094
i5_c9,0.8816,0.6018
i5_c10,0.9232,0.5857
i5_c11,0.888,0.6186
i5_c12,0.896,0.5797
i5_c13,0.9072,0.5952
i5_c14,0.8784,0.6136
i5_c15,0.9024,0.5896
i5_g,0.782,0.7443
i6_c0,0.9008,0.6139
i6_c1,0.912,0.6074
i6_c2,0.9328,0.5905
i6_c3,0.896,0.6104
i6_c4,0.9072,0.605
i6_c5,0.9168,0.5943
i6_c6,0.9184,0.5943
i6_c7,0.912,0.6051
i6_c8,0.9152,0.6011
i6_c9,0.8848,0.6006
i6_c10,0.944,0.5801
i6_c11,0.8976,0.6164
i6_c12,0.9296,0.6232
i6_c13,0.9056,0.6085
i6_c14,0.904,0.6186
i6_c15,0.9072,0.5966
i6_g,0.7911,0.7505
i7_c0,0.9216,0.6173
i7_c1,0.928,0.6011
i7_c2,0.9472,0.5972
i7_c3,0.9184,0.6253
i7_c4,0.912,0.6153
i7_c5,0.9248,0.612
i7_c6,0.9056,0.6052
i7_c7,0.9232,0.631
i7_c8,0.9104,0.6172
i7_c9,0.8912,0.6174
i7_c10,0.928,0.597
i7_c11,0.904,0.6181
i7_c12,0.9232,0.6113
i7_c13,0.9104,0.6057
i7_c14,0.9088,0.624
i7_c15,0.9232,0.6094
i7_g,0.7981,0.7569
i8_c0,0.9088,0.6261
i8_c1,0.9392,0.618
i8_c2,0.9264,0.6117
i8_c3,0.912,0.619
i8_c4,0.9248,0.6138
i8_c5,0.9328,0.6256
i8_c6,0.9264,0.6107
i8_c7,0.9152,0.6214
i8_c8,0.9248,0.6265
i8_c9,0.9024,0.6125
i8_c10,0.9472,0.6167
i8_c11,0.9248,0.6493
i8_c12,0.9104,0.6234
i8_c13,0.9296,0.6145
i8_c14,0.8992,0.6279
i8_c15,0.9184,0.6281
i8_g,0.8047,0.7654
i9_c0,0.9216,0.6343
i9_c1,0.9184,0.623
i9_c2,0.9424,0.6131
i9_c3,0.92,0.6396
i9_c4,0.9328,0.6261
i9_c5,0.928,0.6201
i9_c6,0.904,0.6252
i9_c7,0.9296,0.6238
i9_c8,0.912,0.6288
i9_c9,0.9248,0.6181
i9_c10,0.9392,0.6146
i9_c11,0.9024,0.6468
i9_c12,0.9424,0.6388
i9_c13,0.912,0.615
i9_c14,0.9152,0.6489
i9_c15,0.9408,0.6169
i9_g,0.809,0.7679
