,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.908,0.7771,0.1428,0.1536
i0_c1,0.9032,0.7672,0.1456,0.1504
i0_c2,0.8888,0.7677,0.142,0.1436
i0_c3,0.8868,0.7825,0.1544,0.1503
i0_g,0.131,0.1416,,
i1_c0,0.3292,0.3018,0.1876,0.1695
i1_c1,0.324,0.2978,0.1756,0.1739
i1_c2,0.3336,0.3032,0.2008,0.2005
i1_c3,0.3256,0.2981,0.164,0.1509
i1_g,0.2191,0.2201,,
i2_c0,0.352,0.3236,0.1728,0.1746
i2_c1,0.3472,0.3187,0.166,0.17
i2_c2,0.3504,0.3248,0.2308,0.219
i2_c3,0.3508,0.3226,0.196,0.1847
i2_g,0.218,0.2231,,
i3_c0,0.3712,0.3337,0.1936,0.1977
i3_c1,0.3496,0.3345,0.2236,0.2395
i3_c2,0.37,0.3308,0.1784,0.1792
i3_c3,0.358,0.3296,0.1872,0.1909
i3_g,0.2405,0.2444,,
i4_c0,0.3776,0.3359,0.2216,0.2159
i4_c1,0.348,0.3408,0.2116,0.2085
i4_c2,0.3696,0.3396,0.1976,0.1915
i4_c3,0.3548,0.3358,0.1608,0.154
i4_g,0.2257,0.2241,,
i5_c0,0.3652,0.3284,0.2104,0.213
i5_c1,0.3604,0.3239,0.2184,0.2074
i5_c2,0.3616,0.3263,0.2228,0.2152
i5_c3,0.3556,0.3256,0.2112,0.2122
i5_g,0.2694,0.2605,,
i6_c0,0.384,0.348,0.178,0.1819
i6_c1,0.358,0.3467,0.2344,0.2308
i6_c2,0.38,0.3446,0.1892,0.1829
i6_c3,0.3828,0.3423,0.2164,0.2127
i6_g,0.2575,0.251,,
i7_c0,0.3588,0.3342,0.22,0.2017
i7_c1,0.3632,0.3382,0.2136,0.2167
i7_c2,0.376,0.3367,0.2356,0.2214
i7_c3,0.376,0.3334,0.1812,0.1756
i7_g,0.251,0.2448,,
i8_c0,0.3664,0.3374,0.228,0.2109
i8_c1,0.362,0.3344,0.2084,0.1925
i8_c2,0.3704,0.3325,0.2376,0.2201
i8_c3,0.3592,0.3358,0.1796,0.1904
i8_g,0.2678,0.2497,,
i9_c0,0.3872,0.3426,0.1976,0.1993
i9_c1,0.3864,0.3415,0.2248,0.2072
i9_c2,0.3872,0.3407,0.2028,0.2024
i9_c3,0.3828,0.3401,0.2316,0.2246
i9_g,0.2465,0.2402,,
