,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.3783,0.11538461538461539,0.1528
i0_c1,1.0,0.3755,0.1794871794871795,0.1497
i0_c2,1.0,0.372,0.19230769230769232,0.1429
i0_c3,1.0,0.416,0.1282051282051282,0.1495
i0_c4,1.0,0.3717,0.1346153846153846,0.1312
i0_c5,1.0,0.3808,0.1858974358974359,0.1396
i0_c6,1.0,0.3818,0.14743589743589744,0.157
i0_c7,1.0,0.3782,0.11538461538461539,0.1138
i0_c8,1.0,0.3718,0.09615384615384616,0.1224
i0_c9,1.0,0.3845,0.09615384615384616,0.1261
i0_c10,1.0,0.3998,0.16666666666666666,0.1683
i0_c11,1.0,0.3879,0.1794871794871795,0.1375
i0_c12,1.0,0.3872,0.12179487179487179,0.1476
i0_c13,1.0,0.3785,0.16025641025641027,0.1854
i0_c14,1.0,0.3846,0.12179487179487179,0.1308
i0_c15,1.0,0.3724,0.14102564102564102,0.1295
i0_c16,1.0,0.374,0.14743589743589744,0.1611
i0_c17,1.0,0.3742,0.10256410256410256,0.1436
i0_c18,1.0,0.385,0.09615384615384616,0.1285
i0_c19,1.0,0.3881,0.09615384615384616,0.0986
i0_c20,1.0,0.3852,0.10256410256410256,0.1401
i0_c21,1.0,0.3947,0.14102564102564102,0.1363
i0_c22,1.0,0.3669,0.15384615384615385,0.1509
i0_c23,1.0,0.3846,0.1282051282051282,0.1432
i0_c24,1.0,0.3759,0.08974358974358974,0.1059
i0_c25,1.0,0.3964,0.1987179487179487,0.1621
i0_c26,1.0,0.3898,0.12179487179487179,0.1227
i0_c27,1.0,0.3822,0.16666666666666666,0.1407
i0_c28,1.0,0.3723,0.14102564102564102,0.1335
i0_c29,1.0,0.4097,0.10256410256410256,0.1554
i0_c30,1.0,0.3884,0.19230769230769232,0.1574
i0_c31,1.0,0.3496,0.15384615384615385,0.1161
i0_c32,1.0,0.397,0.14102564102564102,0.1245
i0_c33,1.0,0.3561,0.1346153846153846,0.1333
i0_c34,1.0,0.3572,0.1346153846153846,0.1561
i0_c35,1.0,0.4004,0.08333333333333333,0.1186
i0_c36,1.0,0.3634,0.11538461538461539,0.1346
i0_c37,1.0,0.3729,0.16666666666666666,0.1499
i0_c38,1.0,0.3728,0.10897435897435898,0.1275
i0_c39,1.0,0.3822,0.1282051282051282,0.1564
i0_c40,1.0,0.3739,0.1282051282051282,0.1055
i0_c41,1.0,0.3853,0.08974358974358974,0.1168
i0_c42,1.0,0.3876,0.15384615384615385,0.1438
i0_c43,1.0,0.3683,0.17307692307692307,0.1454
i0_c44,1.0,0.3871,0.1346153846153846,0.1306
i0_c45,1.0,0.3685,0.1858974358974359,0.1752
i0_c46,1.0,0.3879,0.15384615384615385,0.1798
i0_c47,1.0,0.3834,0.16666666666666666,0.1574
i0_c48,1.0,0.393,0.16666666666666666,0.1583
i0_c49,1.0,0.3811,0.1794871794871795,0.1549
i0_c50,1.0,0.3857,0.10897435897435898,0.1517
i0_c51,1.0,0.3782,0.1282051282051282,0.1201
i0_c52,1.0,0.376,0.11538461538461539,0.1388
i0_c53,1.0,0.3663,0.11538461538461539,0.1596
i0_c54,1.0,0.3749,0.10897435897435898,0.1463
i0_c55,1.0,0.3873,0.15384615384615385,0.1287
i0_c56,1.0,0.3763,0.14743589743589744,0.1322
i0_c57,1.0,0.3699,0.1282051282051282,0.1379
i0_c58,1.0,0.3864,0.11538461538461539,0.1285
i0_c59,1.0,0.3962,0.16025641025641027,0.1568
i0_c60,1.0,0.3771,0.14743589743589744,0.1318
i0_c61,1.0,0.3964,0.14102564102564102,0.1535
i0_c62,1.0,0.3667,0.1346153846153846,0.1209
i0_c63,1.0,0.3867,0.11538461538461539,0.133
i0_g,0.1251,0.1289,,
i1_c0,0.1346153846153846,0.1289,0.15384615384615385,0.1296
i1_c1,0.16025641025641027,0.1288,0.14743589743589744,0.1473
i1_c2,0.1282051282051282,0.1289,0.12179487179487179,0.1608
i1_c3,0.1282051282051282,0.1289,0.1794871794871795,0.1456
i1_c4,0.10897435897435898,0.1289,0.1346153846153846,0.1461
i1_c5,0.14102564102564102,0.1289,0.1346153846153846,0.1403
i1_c6,0.1282051282051282,0.1289,0.20512820512820512,0.1406
i1_c7,0.1346153846153846,0.1289,0.10897435897435898,0.1305
i1_c8,0.15384615384615385,0.1289,0.09615384615384616,0.1175
i1_c9,0.11538461538461539,0.129,0.1346153846153846,0.1295
i1_c10,0.1282051282051282,0.1289,0.17307692307692307,0.159
i1_c11,0.11538461538461539,0.1289,0.1282051282051282,0.1589
i1_c12,0.12179487179487179,0.1289,0.16025641025641027,0.1508
i1_c13,0.14102564102564102,0.1289,0.19230769230769232,0.157
i1_c14,0.10897435897435898,0.129,0.07051282051282051,0.1354
i1_c15,0.11538461538461539,0.1289,0.14102564102564102,0.1392
i1_c16,0.12179487179487179,0.1289,0.11538461538461539,0.134
i1_c17,0.14743589743589744,0.1289,0.12179487179487179,0.1323
i1_c18,0.12179487179487179,0.1289,0.10256410256410256,0.1235
i1_c19,0.12179487179487179,0.1289,0.14743589743589744,0.1648
i1_c20,0.09615384615384616,0.129,0.1858974358974359,0.1435
i1_c21,0.1794871794871795,0.1289,0.1987179487179487,0.1441
i1_c22,0.12179487179487179,0.1289,0.16666666666666666,0.1588
i1_c23,0.14743589743589744,0.1289,0.08974358974358974,0.1262
i1_c24,0.1346153846153846,0.1289,0.08974358974358974,0.1398
i1_c25,0.11538461538461539,0.1289,0.14743589743589744,0.167
i1_c26,0.09615384615384616,0.1289,0.14743589743589744,0.139
i1_c27,0.19230769230769232,0.129,0.23076923076923078,0.1583
i1_c28,0.15384615384615385,0.1289,0.1282051282051282,0.1223
i1_c29,0.0641025641025641,0.1288,0.12179487179487179,0.138
i1_c30,0.08333333333333333,0.1289,0.14102564102564102,0.1536
i1_c31,0.07692307692307693,0.1289,0.10897435897435898,0.1336
i1_c32,0.14743589743589744,0.1289,0.1858974358974359,0.1484
i1_c33,0.1282051282051282,0.1289,0.1987179487179487,0.1424
i1_c34,0.10897435897435898,0.1289,0.1987179487179487,0.1679
i1_c35,0.11538461538461539,0.1289,0.10256410256410256,0.1408
i1_c36,0.08974358974358974,0.1289,0.12179487179487179,0.1338
i1_c37,0.1346153846153846,0.129,0.16666666666666666,0.135
i1_c38,0.10897435897435898,0.1289,0.11538461538461539,0.1508
i1_c39,0.17307692307692307,0.1289,0.16666666666666666,0.1586
i1_c40,0.08333333333333333,0.1289,0.16025641025641027,0.1513
i1_c41,0.14102564102564102,0.129,0.14743589743589744,0.1537
i1_c42,0.1794871794871795,0.1289,0.1346153846153846,0.1192
i1_c43,0.14102564102564102,0.1289,0.1794871794871795,0.1458
i1_c44,0.11538461538461539,0.1289,0.10897435897435898,0.1381
i1_c45,0.10897435897435898,0.1289,0.12179487179487179,0.1407
