,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9176,0.7755,0.872,0.7545
i0_c1,0.9072,0.7738,0.8556,0.7408
i0_c2,0.898,0.7763,0.8488,0.7387
i0_c3,0.8928,0.7828,0.8396,0.7483
i0_g,0.8503,0.8185,,
i1_c0,0.932,0.7949,0.8988,0.7771
i1_c1,0.9224,0.7842,0.9004,0.77
i1_c2,0.9072,0.7863,0.8804,0.773
i1_c3,0.9132,0.7981,0.8692,0.7777
i1_g,0.8714,0.8374,,
i2_c0,0.9344,0.7977,0.9004,0.7785
i2_c1,0.9252,0.7905,0.8896,0.7759
i2_c2,0.9244,0.8039,0.8968,0.7791
i2_c3,0.9236,0.8014,0.8924,0.7838
i2_g,0.8767,0.8433,,
i3_c0,0.9384,0.799,0.9104,0.7795
i3_c1,0.9304,0.7988,0.9096,0.7906
i3_c2,0.9264,0.8036,0.8996,0.7926
i3_c3,0.934,0.8058,0.9084,0.7857
i3_g,0.8813,0.8454,,
i4_c0,0.9404,0.8011,0.9168,0.7904
i4_c1,0.9412,0.8029,0.9108,0.7893
i4_c2,0.9248,0.8122,0.9004,0.8019
i4_c3,0.9272,0.8104,0.906,0.7954
i4_g,0.8856,0.8452,,
i5_c0,0.9488,0.8092,0.9208,0.7983
i5_c1,0.9452,0.805,0.9176,0.7863
i5_c2,0.9344,0.8037,0.9,0.7945
i5_c3,0.9404,0.8099,0.9084,0.7963
i5_g,0.8855,0.8478,,
i6_c0,0.9512,0.8084,0.9172,0.8018
i6_c1,0.9392,0.8037,0.9124,0.7953
i6_c2,0.9332,0.8102,0.9024,0.7955
i6_c3,0.9304,0.81,0.9104,0.7978
i6_g,0.886,0.8497,,
i7_c0,0.9552,0.8111,0.9328,0.8032
i7_c1,0.9396,0.8081,0.9172,0.7928
i7_c2,0.93,0.8079,0.9056,0.7964
i7_c3,0.9384,0.815,0.9124,0.8
i7_g,0.8842,0.8526,,
i8_c0,0.9528,0.8106,0.924,0.7971
i8_c1,0.9468,0.8094,0.9196,0.794
i8_c2,0.9352,0.8156,0.9164,0.8118
i8_c3,0.9456,0.8105,0.9204,0.8001
i8_g,0.8887,0.852,,
i9_c0,0.9524,0.8121,0.9372,0.8086
i9_c1,0.9524,0.8114,0.926,0.8035
i9_c2,0.9372,0.8156,0.9128,0.7998
i9_c3,0.942,0.8134,0.9236,0.8019
i9_g,0.8911,0.8521,,
