,train_acc,test_acc
i0_c0,0.8208,0.7452
i0_c1,0.81,0.7352
i0_g,0.8007,0.7613
i1_c0,0.8588,0.7805
i1_c1,0.8526,0.7715
i1_g,0.8421,0.8005
i2_c0,0.873,0.798
i2_c1,0.8658,0.7965
i2_g,0.8548,0.815
i3_c0,0.8776,0.8018
i3_c1,0.8788,0.8088
i3_g,0.8662,0.8269
i4_c0,0.8836,0.8139
i4_c1,0.8794,0.8128
i4_g,0.8714,0.8325
i5_c0,0.8908,0.8144
i5_c1,0.887,0.8096
i5_g,0.8748,0.8357
i6_c0,0.8938,0.8176
i6_c1,0.8882,0.8206
i6_g,0.877,0.8365
i7_c0,0.8952,0.8194
i7_c1,0.8898,0.8188
i7_g,0.8771,0.8363
i8_c0,0.8992,0.8235
i8_c1,0.8932,0.8208
i8_g,0.8809,0.8423
i9_c0,0.8958,0.828
i9_c1,0.8954,0.8299
i9_g,0.8834,0.8426
