file_name,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.932,0.6917,0.2504,0.2422,0,c0,0.5106666666666667,0.002086996778999789,0.5215079318457005,0.003291908606538219,0.25733333333333336,0.010887709686716592
i0_c1.npy,0.9144,0.6873,0.312,0.2886,0,c1,0.5100666666666667,0.0004268749491621747,0.5163654002693866,0.0008275196626811699,0.3178666666666667,0.008892443733617635
i0_c2.npy,0.9208,0.6888,0.264,0.2662,0,c2,0.5073333333333334,0.0012364824660661053,0.5138657392962267,0.0020198806210123955,0.2710666666666667,0.006538773245460927
i0_c3.npy,0.9248,0.687,0.3208,0.315,0,c3,0.5204666666666666,0.001314872194887752,0.5337586209532691,0.0023591390778370937,0.32373333333333326,0.0007542472332656462
i0_c4.npy,0.9184,0.7014,0.288,0.2793,0,c4,0.5080666666666667,0.0005849976258261129,0.5137759010591909,0.0006658601171558367,0.3005333333333334,0.0077654505485658986
i0_c5.npy,0.9112,0.6941,0.3328,0.3124,0,c5,0.5094666666666666,0.0005497474167490103,0.5142603222038727,0.0007720435672338118,0.3413333333333333,0.0028720878971384037
i0_c6.npy,0.9112,0.6948,0.328,0.3057,0,c6,0.5143333333333333,0.0010176225014982615,0.5226640464253118,0.001196805698857001,0.33026666666666665,0.006651983831075417
i0_c7.npy,0.9168,0.7179,0.24,0.2408,0,c7,0.4852,0.0012858201014657236,0.47143565784999736,0.0031152592405026065,0.24506666666666665,0.008844332774281063
i0_g.npy,0.4281,0.4237,,,0,g,0.5027,0.0009196919774214075,0.5032127188716761,0.0010877128079623383,0.42188333333333333,0.003940565385265859
i1_c0.npy,0.9616,0.7201,0.2712,0.2672,1,c0,0.5024666666666667,0.0006289320754704495,0.5044999887168381,0.0011568432889486337,0.27706666666666663,0.003255081497528988
i1_c1.npy,0.9416,0.7121,0.3016,0.2856,1,c1,0.503,0.00044721359549995004,0.5049413124125769,0.0007819370474137578,0.3072,0.0035777087639996636
i1_c2.npy,0.9392,0.7085,0.2784,0.2804,1,c2,0.4956,0.0002309401076758569,0.492203338888979,0.0003832998579192102,0.27773333333333333,0.0014907119849998604
i1_c3.npy,0.9576,0.705,0.3,0.3024,1,c3,0.5006666666666666,0.0007180219742846211,0.5011105230657574,0.0011626497724060382,0.30586666666666673,0.004967449602719243
i1_c4.npy,0.9336,0.7132,0.284,0.2756,1,c4,0.5034000000000001,0.0003055050463304041,0.5060884022875923,0.0005235789795907048,0.28253333333333336,0.001339983416149439
i1_c5.npy,0.9392,0.7125,0.352,0.3214,1,c5,0.5156000000000001,0.0007659416862050635,0.5231040211140531,0.0013949277652655328,0.35346666666666665,0.004742245131674328
i1_c6.npy,0.94,0.7137,0.3144,0.2846,1,c6,0.5178666666666667,0.004599516882842732,0.5302223418019587,0.008058201856776914,0.3150666666666667,0.0016918103387266097
i1_c7.npy,0.9456,0.7379,0.2768,0.2783,1,c7,0.49973333333333336,0.0011699952516522848,0.49948218675649486,0.002010386209905654,0.2824,0.008944271909999166
i1_g.npy,0.4344,0.4306,,,1,g,0.5007583333333333,0.0001693533452742003,0.5008886098701316,0.00019049524260209314,0.4261,0.006888396039717809
i2_c0.npy,0.9672,0.7302,0.3296,0.3051,2,c0,0.504,0.0011547005383792397,0.5062242831578216,0.0018481594936128052,0.32706666666666667,0.005068420748999523
i2_c1.npy,0.9456,0.7171,0.3192,0.3084,2,c1,0.49520000000000003,0.0005656854249492346,0.4925496247167058,0.0008123531994918713,0.31706666666666666,0.002048305532764959
i2_c2.npy,0.9616,0.7237,0.3448,0.3524,2,c2,0.4906000000000001,0.0011718930554164761,0.4866853709468722,0.0016621844906099994,0.3435999999999999,0.001285820101465724
i2_c3.npy,0.964,0.7177,0.32,0.3321,2,c3,0.49106666666666676,0.0004988876515698558,0.4865798021407539,0.0009827441579387801,0.32439999999999997,0.008049844718999246
i2_c4.npy,0.9384,0.7291,0.3312,0.3005,2,c4,0.514,0.0032331615074618894,0.5221763556456039,0.0051548509304645196,0.3298666666666667,0.002339990503304579
i2_c5.npy,0.9376,0.7274,0.356,0.3303,2,c5,0.5213333333333333,0.0011925695879998804,0.5316854462352109,0.0015408573595696578,0.3578666666666666,0.003507452383457574
i2_c6.npy,0.9544,0.717,0.3336,0.3102,2,c6,0.5211999999999999,0.0004618802153517138,0.5337799942858942,0.0009723183233194535,0.3350666666666667,0.002629744389775463
i2_c7.npy,0.9472,0.7418,0.3384,0.3113,2,c7,0.5230666666666667,0.0008219218670625477,0.5364885497513846,0.0008738365216448879,0.3390666666666667,0.004719698672114106
i2_g.npy,0.4958,0.5059,,,2,g,0.4961,0.0007170541588099532,0.4960397305280531,0.0006864787100652038,0.48713333333333336,0.007126398498228652
i3_c0.npy,0.9776,0.7301,0.3128,0.3152,3,c0,0.4900666666666667,0.00035901098714231054,0.48453941277860507,0.0005613159080199236,0.3113333333333333,0.003530187278632991
i3_c1.npy,0.9616,0.7257,0.3456,0.3177,3,c1,0.5200666666666667,0.000537483849886582,0.5306773737829024,0.0010048428038158083,0.3472,0.0026127890589687243
i3_c2.npy,0.9648,0.716,0.3576,0.3387,3,c2,0.5056,0.0002309401076758569,0.5079027844652433,0.0002967275911591733,0.3598666666666667,0.002629744389775463
i3_c3.npy,0.9664,0.7113,0.3648,0.3422,3,c3,0.5114666666666666,0.0029814239699997224,0.5163096243590728,0.004278962635144603,0.3634666666666666,0.0011925695879998807
i3_c4.npy,0.9416,0.7293,0.3632,0.3498,3,c4,0.5018666666666666,0.002211083193570271,0.5025430006625564,0.002979044343142756,0.3656,0.005017303392593811
i3_c5.npy,0.9528,0.7357,0.316,0.3014,3,c5,0.5012,0.00032659863237109976,0.5018727131745667,0.0005236084870217972,0.3224,0.004755347866700529
i3_c6.npy,0.9592,0.7246,0.3664,0.334,3,c6,0.5226000000000001,0.0025999999999999812,0.5329607887943323,0.004123868938771775,0.36599999999999994,0.002
