file_name,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.1342,0.0956,0,c0,0.5000333333333334,0.00038151743807532314,0.5765884484815121,0.07245361244941367,0.003933333333333333,0.005852255025961265
i0_c1.npy,0.1026,0.0801,0,c1,0.5002,0.0002309401076758569,0.6763458702064896,0.10593915945310287,0.005033333333333333,0.007961923274072805
i0_g.npy,0.0954,0.0826,0,g,0.49990833333333323,0.000598899453627693,0.5861513252664938,0.06007879781573448,0.004383333333333334,0.006905171170136834
i1_c0.npy,0.2734,0.1794,1,c0,0.5004833333333334,0.000897063109386524,0.6061329672742716,0.06462925381171247,0.0073999999999999995,0.007150757535627489
i1_c1.npy,0.203,0.1446,1,c1,0.5004,0.0001914854215512852,0.5793017925561029,0.036191952405368835,0.005566666666666668,0.0065170715986723835
i1_g.npy,0.2095,0.1593,1,g,0.5000583333333334,0.0009997569148992639,0.5831678962275977,0.06537693823479881,0.006200000000000001,0.006987369557518289
i2_c0.npy,0.3186,0.2112,2,c0,0.5024000000000001,0.0015307950004273337,0.6407575912995968,0.07290260177218667,0.014433333333333333,0.005348416172621158
i2_c1.npy,0.3288,0.2184,2,c1,0.5017166666666667,0.00029107081994288376,0.6555919328158643,0.0676880897401759,0.009733333333333333,0.005919084013219913
i2_g.npy,0.3133,0.2219,2,g,0.5007666666666667,0.0008468897343941551,0.5906562843394393,0.054954823689461994,0.009116666666666667,0.006266422867598033
i3_c0.npy,0.4506,0.3002,3,c0,0.504,0.000903696114115081,0.6857042245706694,0.0718739498313844,0.0171,0.005353814839283605
i3_c1.npy,0.4342,0.2921,3,c1,0.5038666666666667,0.0007760297817881992,0.6652236045471515,0.06255527033880759,0.018566666666666665,0.008292499958128162
i3_g.npy,0.4302,0.3096,3,g,0.5018166666666666,0.00094897605636576,0.614916600989387,0.05724197524223423,0.013466666666666668,0.006798447535201613
i4_c0.npy,0.4994,0.3154,4,c0,0.5107833333333334,0.0010915076220021909,0.6785536703718044,0.04395298132898005,0.04293333333333333,0.008367131461193191
i4_c1.npy,0.4974,0.3454,4,c1,0.5094333333333333,0.0011699952516522742,0.7105916306932051,0.034074732333554195,0.032999999999999995,0.00882043082847998
i4_g.npy,0.5157,0.3656,4,g,0.50645,0.0005369667897862539,0.6810449442446053,0.04897004730730836,0.026300000000000004,0.008097324661063473
