,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.984,0.5903,0.2448,0.2222
i0_c1,0.9888,0.5777,0.1776,0.1726
i0_c2,0.984,0.5674,0.208,0.1907
i0_c3,0.9712,0.5953,0.1856,0.1919
i0_c4,0.9792,0.5869,0.2048,0.2128
i0_c5,0.9776,0.5744,0.1968,0.1776
i0_c6,0.984,0.5536,0.2064,0.1896
i0_c7,0.976,0.5881,0.2368,0.2203
i0_c8,0.976,0.5788,0.208,0.1951
i0_c9,0.9808,0.5655,0.2384,0.2211
i0_c10,0.992,0.546,0.2128,0.1967
i0_c11,0.9712,0.5951,0.2352,0.2323
i0_c12,0.9856,0.5883,0.2128,0.1966
i0_c13,0.9808,0.5723,0.2432,0.2321
i0_c14,0.9664,0.6015,0.2896,0.2345
i0_c15,0.9904,0.5687,0.2432,0.2193
i0_g,0.3559,0.3504,,
i1_c0,0.9904,0.6115,0.2448,0.2451
i1_c1,0.9968,0.5865,0.2928,0.2609
i1_c2,0.9984,0.5886,0.2272,0.1995
i1_c3,0.9904,0.6203,0.2704,0.2493
i1_c4,0.9952,0.6057,0.208,0.2213
i1_c5,0.9936,0.5936,0.2848,0.2578
i1_c6,0.9984,0.5779,0.256,0.2489
i1_c7,0.9936,0.6029,0.2576,0.2374
i1_c8,0.9824,0.5942,0.2688,0.2765
i1_c9,0.9888,0.5888,0.2544,0.2125
i1_c10,0.9968,0.5635,0.2624,0.2191
i1_c11,0.9888,0.5964,0.2576,0.2498
i1_c12,0.9952,0.605,0.2784,0.2508
i1_c13,0.9904,0.5747,0.2672,0.2335
i1_c14,0.992,0.609,0.2624,0.2433
i1_c15,0.9968,0.5785,0.2688,0.2534
i1_g,0.4111,0.4138,,
i2_c0,0.992,0.6207,0.2528,0.226
i2_c1,0.9968,0.5966,0.2944,0.2415
i2_c2,0.9952,0.6031,0.2784,0.2591
i2_c3,0.9872,0.6199,0.1936,0.2022
i2_c4,0.9952,0.6103,0.2208,0.2383
i2_c5,1.0,0.6033,0.216,0.2251
i2_c6,0.9952,0.5867,0.2912,0.2548
i2_c7,0.9936,0.611,0.2112,0.2018
i2_c8,0.9808,0.6049,0.272,0.2421
i2_c9,0.9952,0.591,0.2272,0.2144
i2_c10,0.9984,0.5725,0.2912,0.251
i2_c11,0.9984,0.6139,0.2608,0.2557
i2_c12,0.9984,0.6174,0.2976,0.2686
i2_c13,0.9968,0.5965,0.28,0.2346
i2_c14,0.9872,0.6221,0.272,0.2672
i2_c15,0.9968,0.5902,0.256,0.2193
i2_g,0.4354,0.4329,,
i3_c0,0.9936,0.6323,0.32,0.2959
i3_c1,0.9984,0.6113,0.2704,0.2465
i3_c2,1.0,0.6174,0.3472,0.3016
i3_c3,0.992,0.6219,0.2464,0.2236
i3_c4,0.9952,0.6156,0.2704,0.2523
i3_c5,0.9984,0.6162,0.2912,0.2453
i3_c6,0.9968,0.5998,0.2672,0.2581
i3_c7,0.9936,0.6269,0.2704,0.2668
i3_c8,0.992,0.6136,0.28,0.2754
i3_c9,0.9936,0.6025,0.2144,0.2312
i3_c10,0.9952,0.591,0.2272,0.219
i3_c11,0.9936,0.6213,0.232,0.2477
i3_c12,1.0,0.623,0.2912,0.2346
i3_c13,0.9984,0.6021,0.288,0.251
i3_c14,0.9952,0.6316,0.2512,0.2539
i3_c15,0.9968,0.606,0.2576,0.2613
i3_g,0.4478,0.4282,,
i4_c0,0.9968,0.6313,0.2768,0.2688
i4_c1,1.0,0.6121,0.2608,0.2312
i4_c2,0.9984,0.6168,0.2432,0.2491
i4_c3,0.992,0.6342,0.2416,0.2322
i4_c4,0.9968,0.6248,0.2656,0.2673
i4_c5,0.9984,0.6193,0.2656,0.2716
i4_c6,0.9984,0.6097,0.2768,0.265
i4_c7,0.9936,0.6274,0.2096,0.2458
i4_c8,0.9888,0.6086,0.2784,0.2634
i4_c9,0.9936,0.6105,0.304,0.2724
i4_c10,0.9984,0.5994,0.2784,0.2496
i4_c11,0.9984,0.618,0.2816,0.2606
i4_c12,1.0,0.6365,0.2912,0.2781
i4_c13,0.9984,0.6044,0.224,0.2331
i4_c14,0.9984,0.6334,0.2608,0.2566
i4_c15,0.9984,0.6095,0.2416,0.2295
i4_g,0.4566,0.4506,,
i5_c0,1.0,0.6354,0.2432,0.2398
i5_c1,0.9968,0.6109,0.2608,0.2483
i5_c2,1.0,0.6096,0.2656,0.2361
i5_c3,0.9936,0.6357,0.264,0.2691
i5_c4,0.9968,0.6283,0.2672,0.2276
i5_c5,1.0,0.618,0.296,0.2806
i5_c6,0.9968,0.6102,0.2288,0.2088
i5_c7,0.9984,0.6307,0.2944,0.2584
i5_c8,0.9904,0.6136,0.2816,0.2633
i5_c9,0.9952,0.6082,0.24,0.2374
i5_c10,0.9968,0.6,0.2864,0.2676
i5_c11,0.9984,0.6258,0.264,0.2653
i5_c12,0.9968,0.6264,0.2848,0.2585
i5_c13,0.9968,0.6087,0.248,0.24
i5_c14,0.992,0.6368,0.2,0.1921
i5_c15,0.9936,0.6009,0.2352,0.2357
i5_g,0.4144,0.4103,,
i6_c0,1.0,0.6351,0.2832,0.2444
i6_c1,0.9984,0.6171,0.2896,0.2582
i6_c2,0.9984,0.6234,0.2384,0.2269
i6_c3,0.992,0.6395,0.184,0.2053
i6_c4,0.9968,0.6281,0.288,0.2583
i6_c5,0.9984,0.6233,0.2864,0.2853
i6_c6,1.0,0.6049,0.2688,0.2507
i6_c7,1.0,0.6281,0.2944,0.278
i6_c8,0.992,0.6212,0.2448,0.2463
i6_c9,0.9936,0.6157,0.3264,0.2833
i6_c10,0.9984,0.6093,0.2496,0.2449
i6_c11,0.9952,0.6238,0.2736,0.2595
i6_c12,0.9968,0.6395,0.2336,0.2292
i6_c13,0.9952,0.6243,0.2912,0.2502
i6_c14,0.992,0.6391,0.3248,0.2625
i6_c15,0.9984,0.6138,0.2624,0.254
i6_g,0.4634,0.4534,,
i7_c0,1.0,0.6392,0.28,0.263
i7_c1,1.0,0.6254,0.2944,0.2524
i7_c2,1.0,0.6258,0.2912,0.263
i7_c3,0.9952,0.6472,0.2608,0.2406
i7_c4,0.9968,0.6303,0.2608,0.253
i7_c5,1.0,0.6198,0.2688,0.2512
i7_c6,0.9984,0.6042,0.2624,0.2639
i7_c7,0.9968,0.6334,0.288,0.2632
i7_c8,0.9936,0.6223,0.2992,0.2649
i7_c9,0.992,0.6139,0.3072,0.2821
i7_c10,0.9984,0.612,0.2768,0.2503
i7_c11,0.9952,0.6333,0.2336,0.2319
i7_c12,1.0,0.6367,0.2544,0.2414
i7_c13,0.9968,0.6207,0.2832,0.2324
i7_c14,0.9952,0.648,0.3008,0.2544
i7_c15,1.0,0.6131,0.2896,0.2503
i7_g,0.4569,0.4588,,
