,train_acc,test_acc
i0_c0,0.817,0.7366
i0_c1,0.8106,0.7362
i0_g,0.7963,0.7594
i1_c0,0.86,0.7833
i1_c1,0.8512,0.7761
i1_g,0.8396,0.7987
i2_c0,0.874,0.7982
i2_c1,0.8698,0.798
i2_g,0.859,0.8181
i3_c0,0.8846,0.8098
i3_c1,0.8776,0.8108
i3_g,0.8675,0.8278
i4_c0,0.8908,0.8164
i4_c1,0.8816,0.82
i4_g,0.8739,0.8348
i5_c0,0.8964,0.8222
i5_c1,0.892,0.8226
i5_g,0.8804,0.839
i6_c0,0.8996,0.8244
i6_c1,0.8964,0.8273
i6_g,0.8805,0.8403
i7_c0,0.9034,0.8224
i7_c1,0.8976,0.8331
i7_g,0.885,0.8412
i8_c0,0.906,0.8328
i8_c1,0.8992,0.8286
i8_g,0.8847,0.8451
i9_c0,0.9098,0.8323
i9_c1,0.9042,0.8347
i9_g,0.891,0.845
