,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9128,0.7747,0.5796,0.529
i0_c1,0.8952,0.7695,0.5756,0.5411
i0_c2,0.8824,0.7728,0.5628,0.5243
i0_c3,0.8964,0.7786,0.5688,0.5195
i0_g,0.6828,0.6604,,
i1_c0,0.9124,0.7824,0.6188,0.5758
i1_c1,0.9048,0.7762,0.5688,0.5471
i1_c2,0.8876,0.778,0.58,0.5361
i1_c3,0.8972,0.7798,0.5676,0.5425
i1_g,0.7097,0.6918,,
i2_c0,0.9208,0.7885,0.6064,0.5722
i2_c1,0.9192,0.7848,0.6032,0.5669
i2_c2,0.9012,0.7863,0.5944,0.5717
i2_c3,0.8988,0.7916,0.5872,0.5527
i2_g,0.7279,0.7102,,
i3_c0,0.9152,0.792,0.6128,0.5697
i3_c1,0.9176,0.7796,0.5852,0.5482
i3_c2,0.9108,0.7947,0.5956,0.5422
i3_c3,0.914,0.7932,0.5948,0.5512
i3_g,0.7316,0.7066,,
i4_c0,0.9152,0.7868,0.6216,0.5837
i4_c1,0.9232,0.7836,0.634,0.5895
i4_c2,0.9084,0.7849,0.6108,0.5774
i4_c3,0.906,0.7912,0.576,0.5417
i4_g,0.7291,0.7177,,
i5_c0,0.9252,0.7901,0.6024,0.5657
i5_c1,0.9172,0.7851,0.618,0.5905
i5_c2,0.9096,0.7915,0.5984,0.5568
i5_c3,0.91,0.7944,0.6084,0.5732
i5_g,0.7382,0.7107,,
i6_c0,0.9168,0.7878,0.5864,0.5595
i6_c1,0.9116,0.78,0.5904,0.5418
i6_c2,0.9096,0.7867,0.5668,0.5525
i6_c3,0.9136,0.7953,0.608,0.5727
i6_g,0.6795,0.667,,
i7_c0,0.9276,0.7969,0.6044,0.546
i7_c1,0.9208,0.7856,0.6116,0.5619
i7_c2,0.9144,0.7918,0.6056,0.5711
i7_c3,0.9084,0.7958,0.6216,0.5814
i7_g,0.7451,0.7232,,
i8_c0,0.9228,0.7926,0.6124,0.5613
i8_c1,0.9072,0.7802,0.6248,0.5887
i8_c2,0.9036,0.7816,0.6404,0.5916
i8_c3,0.9208,0.7978,0.5896,0.5731
i8_g,0.7272,0.708,,
i9_c0,0.9208,0.7945,0.6064,0.5666
i9_c1,0.9172,0.7855,0.6216,0.5839
i9_c2,0.912,0.7891,0.588,0.5642
i9_c3,0.9152,0.794,0.6176,0.5808
i9_g,0.7193,0.702,,
