,train_acc,test_acc
i0_c0,0.5832,0.4828
i0_c1,0.5756,0.4733
i0_c2,0.5812,0.479
i0_c3,0.592,0.5009
i0_g,0.5446,0.5107
i1_c0,0.62,0.5226
i1_c1,0.6084,0.505
i1_c2,0.6228,0.5127
i1_c3,0.6276,0.5377
i1_g,0.5842,0.5429
i2_c0,0.6432,0.5456
i2_c1,0.6268,0.5298
i2_c2,0.652,0.5338
i2_c3,0.6476,0.5587
i2_g,0.606,0.562
i3_c0,0.6568,0.5638
i3_c1,0.6504,0.552
i3_c2,0.6712,0.5537
i3_c3,0.66,0.5765
i3_g,0.6262,0.5787
i4_c0,0.6784,0.5811
i4_c1,0.6724,0.5639
i4_c2,0.6816,0.5712
i4_c3,0.682,0.5931
i4_g,0.6443,0.5983
i5_c0,0.6872,0.5986
i5_c1,0.6792,0.578
i5_c2,0.6948,0.581
i5_c3,0.6976,0.6062
i5_g,0.6558,0.6123
i6_c0,0.704,0.6085
i6_c1,0.694,0.592
i6_c2,0.7072,0.5962
i6_c3,0.7024,0.6127
i6_g,0.669,0.6233
i7_c0,0.7124,0.6205
i7_c1,0.7016,0.6038
i7_c2,0.714,0.6064
i7_c3,0.7108,0.6247
i7_g,0.6795,0.6341
i8_c0,0.7268,0.6316
i8_c1,0.7124,0.6155
i8_c2,0.7192,0.613
i8_c3,0.7196,0.6369
i8_g,0.6876,0.6432
i9_c0,0.7396,0.6388
i9_c1,0.7216,0.6239
i9_c2,0.7272,0.6245
i9_c3,0.728,0.6421
i9_g,0.6985,0.6524
