,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.873,0.7995,0.1216,0.1245
i0_c1,0.8606,0.7976,0.1316,0.1329
i0_g,0.1277,0.1311,,
i1_c0,0.8762,0.7923,0.179,0.1866
i1_c1,0.874,0.7983,0.192,0.1855
i1_g,0.2108,0.2085,,
i2_c0,0.891,0.8107,0.1756,0.1795
i2_c1,0.8832,0.8159,0.2306,0.2227
i2_g,0.2228,0.2174,,
i3_c0,0.883,0.8012,0.2536,0.2305
i3_c1,0.88,0.7998,0.2336,0.2102
i3_g,0.2649,0.2526,,
i4_c0,0.8842,0.7951,0.214,0.2198
i4_c1,0.883,0.804,0.2216,0.2214
i4_g,0.2398,0.2417,,
i5_c0,0.8906,0.8128,0.2278,0.2197
i5_c1,0.8792,0.8065,0.1728,0.1822
i5_g,0.2141,0.2182,,
i6_c0,0.8858,0.8009,0.208,0.2114
i6_c1,0.8764,0.7969,0.22,0.2178
i6_g,0.2496,0.2487,,
i7_c0,0.888,0.8051,0.2146,0.2121
i7_c1,0.8822,0.8042,0.1748,0.1847
i7_g,0.2156,0.2184,,
i8_c0,0.8998,0.8146,0.1986,0.2004
i8_c1,0.8876,0.8111,0.2148,0.2136
i8_g,0.2437,0.237,,
i9_c0,0.885,0.8015,0.1952,0.2001
i9_c1,0.8846,0.8086,0.2358,0.2375
i9_g,0.2563,0.2583,,
