,train_acc,test_acc
i0_c0,0.7446,0.6696
i0_c1,0.7478,0.6646
i0_g,0.7365,0.6911
i1_c0,0.7974,0.7263
i1_c1,0.795,0.7294
i1_g,0.7866,0.7488
i2_c0,0.8272,0.752
i2_c1,0.8208,0.7512
i2_g,0.8157,0.7717
i3_c0,0.842,0.7705
i3_c1,0.8394,0.7713
i3_g,0.8313,0.7906
i4_c0,0.8556,0.7812
i4_c1,0.8444,0.7816
i4_g,0.8393,0.7997
i5_c0,0.8618,0.7875
i5_c1,0.8558,0.7856
i5_g,0.8464,0.8085
i6_c0,0.8664,0.7958
i6_c1,0.8598,0.7943
i6_g,0.8535,0.8116
i7_c0,0.8682,0.8023
i7_c1,0.8636,0.7961
i7_g,0.857,0.8156
i8_c0,0.8694,0.8042
i8_c1,0.8648,0.8026
i8_g,0.8608,0.8201
i9_c0,0.8746,0.8045
i9_c1,0.8662,0.8002
i9_g,0.8609,0.82
