,train_acc,test_acc
i0_c0,0.7896,0.7193
i0_c1,0.7844,0.7216
i0_g,0.8039,0.7663
i1_c0,0.8054,0.742
i1_c1,0.7972,0.7388
i1_g,0.8211,0.7842
i2_c0,0.8146,0.7411
i2_c1,0.8142,0.7531
i2_g,0.8339,0.7952
i3_c0,0.824,0.7619
i3_c1,0.8202,0.7675
i3_g,0.8369,0.8026
i4_c0,0.8318,0.7578
i4_c1,0.8274,0.7776
i4_g,0.845,0.8043
i5_c0,0.8402,0.7677
i5_c1,0.8304,0.7819
i5_g,0.8445,0.8142
i6_c0,0.8426,0.7805
i6_c1,0.8356,0.779
i6_g,0.8514,0.8163
i7_c0,0.8372,0.7722
i7_c1,0.833,0.7813
i7_g,0.8493,0.818
i8_c0,0.8326,0.7739
i8_c1,0.8396,0.7748
i8_g,0.85,0.8107
i9_c0,0.8462,0.775
i9_c1,0.8432,0.7896
i9_g,0.8556,0.8202
