,train_acc,test_acc
i0_c0,0.8242,0.7427
i0_c1,0.8094,0.7437
i0_g,0.8046,0.7664
i1_c0,0.863,0.7855
i1_c1,0.8556,0.7838
i1_g,0.843,0.8053
i2_c0,0.8792,0.8034
i2_c1,0.8724,0.801
i2_g,0.862,0.8209
i3_c0,0.8842,0.8127
i3_c1,0.8824,0.8185
i3_g,0.8745,0.8334
i4_c0,0.8926,0.8156
i4_c1,0.8888,0.819
i4_g,0.875,0.8334
i5_c0,0.898,0.8212
i5_c1,0.8918,0.8235
i5_g,0.8814,0.8379
i6_c0,0.902,0.825
i6_c1,0.8982,0.8308
i6_g,0.8871,0.842
i7_c0,0.902,0.8265
i7_c1,0.9014,0.8309
i7_g,0.8846,0.8451
i8_c0,0.905,0.8283
i8_c1,0.9016,0.834
i8_g,0.89,0.8467
i9_c0,0.909,0.8356
i9_c1,0.903,0.8313
i9_g,0.8926,0.8506
