file_name,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,1.0,0.4078,0.0104,0.0105,0,c0,0.5038,0.0054393627077688605,0.5050817316628304,0.006873419147907437,0.37020000000000003,0.11343996944052245
i0_c1.npy,1.0,0.4128,0.0072,0.0066,0,c1,0.4997,0.004112987559751007,0.49859873340780286,0.006366219713364206,0.313,0.1469693392060625
i0_c2.npy,1.0,0.4098,0.01,0.0111,0,c2,0.49796666666666667,0.005100871385252604,0.4992790395350745,0.009725670168494583,0.24893333333333334,0.13163336287667432
i0_c3.npy,1.0,0.4143,0.0104,0.0101,0,c3,0.4998666666666667,0.008841317146720214,0.4964628749403559,0.013480078178605272,0.26193333333333335,0.09569128603076783
i0_g.npy,0.0104,0.0095,,,0,g,0.5004166666666666,0.0017594190960528798,0.5015534189773235,0.00480533280319684,0.29605,0.1504159759910274
i1_c0.npy,0.0164,0.016,0.0116,0.0116,1,c0,0.5011,0.005311308689955784,0.5009616380192156,0.010969336399826392,0.29526666666666673,0.11192888615346602
i1_c1.npy,0.018,0.0166,0.012,0.0093,1,c1,0.5069666666666666,0.004891375630183768,0.5105076949050104,0.008304290615735146,0.38953333333333323,0.12118204854221967
i1_c2.npy,0.0124,0.016,0.0132,0.0115,1,c2,0.4941,0.004154916766113767,0.49228877564999224,0.0050726161532212094,0.3729333333333333,0.15044337436021865
i1_c3.npy,0.0148,0.016,0.0084,0.0117,1,c3,0.49676666666666663,0.004760135385563001,0.4917514193886392,0.010609345086547838,0.20653333333333332,0.08666369225665127
i1_g.npy,0.0129,0.013,,,1,g,0.5014583333333333,0.002423223862726851,0.5035082089407793,0.004604342057283255,0.3051,0.08296061314463228
i2_c0.npy,0.0156,0.0156,0.0072,0.0091,2,c0,0.4990333333333333,0.0035466729323252962,0.49678095782469517,0.00968458027561173,0.2650666666666667,0.09666648275844575
i2_c1.npy,0.0212,0.0159,0.0096,0.0093,2,c1,0.5016666666666666,0.0036854066562894082,0.5035743114728345,0.006775048992453295,0.2717333333333333,0.10464840605039757
i2_c2.npy,0.0184,0.0151,0.0144,0.0134,2,c2,0.5020333333333333,0.00131360403301587,0.5084250684581583,0.00616104350204782,0.17653333333333335,0.08492339031281208
i2_c3.npy,0.016,0.016,0.016,0.0128,2,c3,0.49889999999999995,0.0074625732827222485,0.5008628127796462,0.01055158948621637,0.3677333333333333,0.11595508709074485
i2_g.npy,0.0125,0.0131,,,2,g,0.5049083333333334,0.002340836151653677,0.5104114929795368,0.0053267668500018295,0.25325000000000003,0.09448546184466687
i3_c0.npy,0.0176,0.0152,0.0204,0.0182,3,c0,0.49596666666666667,0.00599935181684008,0.48854164704789843,0.01633374942577645,0.18846666666666667,0.07283567501956412
i3_c1.npy,0.0196,0.0159,0.0128,0.0119,3,c1,0.4998,0.005424635164383542,0.4972895057393483,0.011633401552163171,0.22093333333333334,0.0784270928244117
i3_c2.npy,0.0172,0.0163,0.0072,0.0092,3,c2,0.49920000000000003,0.00447660585711987,0.49926779226724993,0.008886966464691141,0.2856,0.10731958504081783
i3_c3.npy,0.0116,0.0161,0.0132,0.0122,3,c3,0.49936666666666657,0.0033870669054836037,0.49864333742109784,0.0051270523799083105,0.3173333333333333,0.14046279064419714
