,train_acc,test_acc
i0_c0,0.6534,0.6183
i0_c1,0.6544,0.6129
i0_g,0.7082,0.6853
i1_c0,0.6904,0.6434
i1_c1,0.6862,0.6378
i1_g,0.7336,0.7121
i2_c0,0.727,0.6644
i2_c1,0.7042,0.6599
i2_g,0.7582,0.7256
i3_c0,0.726,0.6774
i3_c1,0.7192,0.6747
i3_g,0.7609,0.735
i4_c0,0.7364,0.6932
i4_c1,0.729,0.682
i4_g,0.7758,0.7432
i5_c0,0.7516,0.6824
i5_c1,0.7346,0.6957
i5_g,0.784,0.7508
i6_c0,0.7564,0.6982
i6_c1,0.7332,0.6976
i6_g,0.788,0.753
i7_c0,0.763,0.7122
i7_c1,0.755,0.7047
i7_g,0.7928,0.7584
i8_c0,0.764,0.7159
i8_c1,0.7588,0.7041
i8_g,0.7876,0.7619
i9_c0,0.762,0.7126
i9_c1,0.7602,0.7105
i9_g,0.7929,0.7647
