,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7886,0.7254,0.2228,0.2215
i0_c1,0.7796,0.722,0.2368,0.224
i0_g,0.2751,0.2646,,
i1_c0,0.8286,0.756,0.2998,0.2796
i1_c1,0.8108,0.749,0.2608,0.2593
i1_g,0.3298,0.3158,,
i2_c0,0.8436,0.7795,0.3274,0.3397
i2_c1,0.8354,0.7766,0.3164,0.3102
i2_g,0.3751,0.3801,,
i3_c0,0.8532,0.7951,0.3026,0.2857
i3_c1,0.857,0.791,0.367,0.36
i3_g,0.3846,0.3833,,
i4_c0,0.8638,0.793,0.3478,0.3466
i4_c1,0.848,0.7884,0.3476,0.344
i4_g,0.4231,0.4118,,
i5_c0,0.864,0.7886,0.3642,0.3497
i5_c1,0.846,0.7905,0.384,0.3719
i5_g,0.4437,0.4202,,
i6_c0,0.8544,0.7864,0.376,0.3748
i6_c1,0.851,0.7902,0.3628,0.3661
i6_g,0.4324,0.4184,,
i7_c0,0.871,0.7969,0.405,0.3944
i7_c1,0.8514,0.7918,0.397,0.3952
i7_g,0.4538,0.4535,,
i8_c0,0.8748,0.8041,0.4206,0.4154
i8_c1,0.8654,0.8033,0.3862,0.381
i8_g,0.4546,0.4579,,
i9_c0,0.8676,0.7945,0.3832,0.3756
i9_c1,0.8562,0.8044,0.4148,0.4017
i9_g,0.4561,0.447,,
