,train_acc,test_acc
i0_c0,0.589,0.5192
i0_c1,0.5952,0.5246
i0_g,0.5799,0.5364
i1_c0,0.6242,0.5602
i1_c1,0.6338,0.5594
i1_g,0.6224,0.5762
i2_c0,0.6578,0.5888
i2_c1,0.6666,0.5922
i2_g,0.6528,0.6082
i3_c0,0.6842,0.6144
i3_c1,0.6906,0.6152
i3_g,0.6745,0.6296
i4_c0,0.7004,0.6347
i4_c1,0.7086,0.6342
i4_g,0.6943,0.6501
i5_c0,0.7188,0.6478
i5_c1,0.7232,0.6488
i5_g,0.7104,0.6651
i6_c0,0.7296,0.6613
i6_c1,0.7304,0.6655
i6_g,0.7209,0.6783
i7_c0,0.7384,0.6733
i7_c1,0.7438,0.6763
i7_g,0.7335,0.6923
i8_c0,0.7544,0.6884
i8_c1,0.7532,0.688
i8_g,0.7433,0.7014
i9_c0,0.7618,0.6963
i9_c1,0.7616,0.6982
i9_g,0.7534,0.7102
