,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.4097,1.0,0.4095
i0_c1,1.0,0.4161,1.0,0.4131
i0_c2,1.0,0.4119,1.0,0.4096
i0_c3,1.0,0.4132,1.0,0.4097
i0_g,0.8988,0.5565,,
i1_c0,1.0,0.4944,1.0,0.4945
i1_c1,1.0,0.4968,1.0,0.4986
i1_c2,1.0,0.5002,1.0,0.4965
i1_c3,1.0,0.5,1.0,0.4995
i1_g,0.9542,0.5602,,
i2_c0,1.0,0.5195,1.0,0.5181
i2_c1,1.0,0.5168,1.0,0.5189
i2_c2,1.0,0.5235,1.0,0.5251
i2_c3,1.0,0.5235,1.0,0.5225
i2_g,0.9759,0.5586,,
i3_c0,1.0,0.5244,1.0,0.5234
i3_c1,1.0,0.5241,1.0,0.5246
i3_c2,1.0,0.5268,1.0,0.5264
i3_c3,1.0,0.5296,1.0,0.5297
i3_g,0.9861,0.5528,,
i4_c0,1.0,0.5293,1.0,0.5285
i4_c1,1.0,0.5246,1.0,0.525
i4_c2,1.0,0.5321,1.0,0.5302
i4_c3,1.0,0.533,1.0,0.5316
i4_g,0.9925,0.5487,,
i5_c0,1.0,0.5263,1.0,0.5261
i5_c1,1.0,0.5285,1.0,0.5303
i5_c2,1.0,0.5281,1.0,0.5302
i5_c3,1.0,0.5297,1.0,0.5302
i5_g,0.995,0.5458,,
i6_c0,1.0,0.5276,1.0,0.5272
i6_c1,1.0,0.5257,1.0,0.5265
i6_c2,1.0,0.5296,1.0,0.5287
i6_c3,1.0,0.5274,1.0,0.5262
i6_g,0.9967,0.5419,,
i7_c0,1.0,0.5251,1.0,0.5261
i7_c1,1.0,0.5253,1.0,0.523
i7_c2,1.0,0.5308,1.0,0.5293
i7_c3,1.0,0.527,1.0,0.5243
i7_g,0.998,0.5374,,
i8_c0,1.0,0.5249,1.0,0.5242
i8_c1,1.0,0.525,1.0,0.5238
i8_c2,1.0,0.5275,1.0,0.5266
i8_c3,1.0,0.5232,1.0,0.5239
i8_g,0.9991,0.5343,,
i9_c0,1.0,0.523,1.0,0.5213
i9_c1,1.0,0.5228,1.0,0.5228
i9_c2,1.0,0.5244,1.0,0.5252
i9_c3,1.0,0.5222,1.0,0.5197
i9_g,0.9997,0.5328,,
