,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8836,0.8081,0.7336,0.6846
i0_c1,0.8744,0.8073,0.7264,0.6906
i0_g,0.7763,0.7496,,
i1_c0,0.886,0.8117,0.7278,0.681
i1_c1,0.8732,0.8149,0.7286,0.6939
i1_g,0.7706,0.7451,,
i2_c0,0.8908,0.8093,0.754,0.7146
i2_c1,0.8758,0.812,0.7302,0.6939
i2_g,0.7916,0.7642,,
i3_c0,0.8872,0.813,0.7352,0.7026
i3_c1,0.8818,0.8169,0.7368,0.704
i3_g,0.7905,0.7631,,
i4_c0,0.8778,0.8054,0.7574,0.7096
i4_c1,0.8796,0.8151,0.7304,0.706
i4_g,0.7962,0.7672,,
i5_c0,0.8796,0.804,0.7338,0.6862
i5_c1,0.8804,0.8071,0.7306,0.6889
i5_g,0.7762,0.7525,,
i6_c0,0.884,0.8104,0.7368,0.6912
i6_c1,0.8764,0.8145,0.723,0.6897
i6_g,0.7736,0.7584,,
i7_c0,0.8828,0.8132,0.7308,0.7003
i7_c1,0.871,0.8021,0.702,0.678
i7_g,0.7807,0.7564,,
i8_c0,0.8884,0.8133,0.7364,0.7002
i8_c1,0.8716,0.8079,0.7388,0.6997
i8_g,0.7853,0.7548,,
i9_c0,0.8848,0.8114,0.7344,0.7028
i9_c1,0.8752,0.809,0.72,0.6862
i9_g,0.7838,0.7569,,
