,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9808,0.5935,0.192,0.1879
i0_c1,0.992,0.5752,0.1664,0.1644
i0_c2,0.9744,0.5631,0.1664,0.1558
i0_c3,0.976,0.5928,0.144,0.1428
i0_c4,0.976,0.5847,0.12,0.16
i0_c5,0.984,0.5804,0.136,0.1498
i0_c6,0.9904,0.5582,0.1744,0.1852
i0_c7,0.9728,0.5829,0.1248,0.1198
i0_c8,0.9776,0.5799,0.2112,0.199
i0_c9,0.9696,0.5724,0.1296,0.1351
i0_c10,0.9872,0.5423,0.1072,0.1093
i0_c11,0.9824,0.5963,0.1648,0.1489
i0_c12,0.984,0.5883,0.1328,0.1276
i0_c13,0.9776,0.5725,0.1744,0.1796
i0_c14,0.968,0.601,0.1552,0.1406
i0_c15,0.9728,0.5708,0.1504,0.1525
i0_g,0.203,0.2042,,
i1_c0,0.9936,0.508,0.1664,0.1623
i1_c1,0.992,0.4903,0.1472,0.1527
i1_c2,0.9984,0.5028,0.1456,0.161
i1_c3,0.976,0.5038,0.184,0.169
i1_c4,0.992,0.513,0.1584,0.1709
i1_c5,0.992,0.5002,0.1648,0.1832
i1_c6,0.992,0.4967,0.1552,0.1376
i1_c7,0.9888,0.5203,0.1968,0.2045
i1_c8,0.9808,0.5035,0.2016,0.1852
i1_c9,0.9856,0.5103,0.1424,0.1433
i1_c10,0.9968,0.476,0.2368,0.2017
i1_c11,0.9856,0.52,0.184,0.1764
i1_c12,0.9904,0.5061,0.192,0.1765
i1_c13,0.9808,0.5064,0.168,0.1892
i1_c14,0.984,0.5204,0.2064,0.1972
i1_c15,0.9904,0.509,0.1712,0.1734
i1_g,0.2661,0.2756,,
i2_c0,0.9936,0.5292,0.1744,0.1623
i2_c1,1.0,0.5091,0.2048,0.172
i2_c2,1.0,0.503,0.2208,0.19
i2_c3,0.9872,0.5305,0.1824,0.1766
i2_c4,0.9968,0.5286,0.2064,0.2058
i2_c5,0.9936,0.523,0.1808,0.1745
i2_c6,0.9872,0.4975,0.1904,0.2003
i2_c7,0.9904,0.5271,0.1728,0.1446
i2_c8,0.9808,0.5223,0.1872,0.1823
i2_c9,0.9888,0.5203,0.2032,0.1961
i2_c10,0.9984,0.4957,0.1424,0.1712
i2_c11,0.9808,0.5327,0.2272,0.1949
i2_c12,1.0,0.5304,0.1984,0.1741
i2_c13,0.9904,0.5257,0.2,0.1751
i2_c14,0.9888,0.5287,0.1696,0.1876
i2_c15,0.9888,0.5136,0.24,0.2122
i2_g,0.2999,0.292,,
i3_c0,0.9952,0.512,0.1552,0.1545
i3_c1,0.9984,0.5122,0.1536,0.1699
