,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1399,0.1406,0.4989666666666666,0.000731247032282677,0.49668975475642174,0.0020817220490787418,0.15009999999999998,0.010619322012256717
1,0.5,0.1183,0.1206,0.49904166666666666,0.0007865624931024528,0.4965785876050412,0.002335376178394286,0.13096666666666665,0.012705729241391671
2,1.0,0.1389,0.1419,0.49980833333333335,0.0005357367720148505,0.49930548455521834,0.0016712540062158196,0.15116666666666667,0.009197765429107708
3,5.0,0.1552,0.1559,0.49970833333333325,0.0005341790170179173,0.49916005883615194,0.0014345640878654252,0.16758333333333333,0.012802918504084222
4,10.0,0.1332,0.1376,0.49781666666666663,0.0003077697552103303,0.49245995511986246,0.0013923424652009188,0.14451666666666665,0.011646518316170248
5,50.0,0.1312,0.1274,0.501625,0.0008086769029305359,0.5059762470126499,0.003191541888191997,0.14608333333333332,0.01515040336830087
6,100.0,0.128,0.1293,0.4991999999999999,0.00029297326385412456,0.49726089255063566,0.0006618346177121362,0.14291666666666666,0.018052277480202387
7,500.0,0.1927,0.1836,0.5048916666666666,0.0006623296426671104,0.5123615006846286,0.001453831534974698,0.20268333333333333,0.009114533571292735
8,1000.0,0.1918,0.1798,0.5060583333333333,0.00032840100825397,0.5154447663102303,0.00023657700806164618,0.20223333333333335,0.011302605402688749
9,5000.0,0.295,0.2938,0.501475,0.00032371540999258396,0.502469361622731,0.000531640858943558,0.3002333333333333,0.005279414950751854
10,10000.0,0.4029,0.4076,0.4981499999999999,0.0004262237284181623,0.49768424965096036,0.0005451047597013762,0.3979333333333333,0.0018953158634439314
