,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1251,0.1304,0.4977333333333333,0.00020344259359555676,0.49180878337292633,0.0009388671113100253,0.13714999999999997,0.012533654694461632
1,0.5,0.1667,0.1532,0.5065,0.00021408720964441683,0.5187094697111233,0.001688183113931074,0.1813833333333333,0.013410246911307126
2,1.0,0.1348,0.1371,0.499075,0.0007437237390321751,0.496981115326313,0.0020671300855712553,0.14988333333333334,0.01567592811358301
3,5.0,0.1368,0.1362,0.5002583333333332,0.0010248644896874032,0.5010874297431592,0.002800069721337425,0.15874999999999997,0.030084976871078587
4,10.0,0.1429,0.1402,0.501325,0.0004488411003165222,0.5043553416639098,0.0014266800224555388,0.15689999999999996,0.018022208521710104
5,50.0,0.1383,0.1358,0.5017499999999999,0.00028431203515383503,0.5060046510328625,0.0006633795866106598,0.14676666666666668,0.009274277450142535
6,100.0,0.1725,0.1766,0.498,0.0006934214687571638,0.4945823938042633,0.001931386282638501,0.18523333333333336,0.009375618498116384
7,500.0,0.1239,0.1267,0.4995083333333334,0.0004953253700571375,0.4980701752011418,0.0017725766778340063,0.13536666666666666,0.010191118137323745
8,1000.0,0.1713,0.1748,0.49885,0.0005041494487418154,0.4968451566267724,0.0013382778519878747,0.18111666666666668,0.005215175505728976
9,5000.0,0.26,0.2614,0.498925,0.0004896852730751277,0.4979932322857968,0.0008412001554049169,0.2644,0.007224495368766832
10,10000.0,0.3139,0.3142,0.5000083333333334,0.0007590655805367383,0.5000109242421006,0.001205958651569985,0.31366666666666665,0.0014102797200870655
