,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1448,0.146,0.49925833333333336,0.0004522321183738293,0.4977840827272293,0.00108412413793066,0.16091666666666668,0.016973255105868435
1,0.5,0.1169,0.1178,0.49994999999999995,0.0003947573094108967,0.4998727951387618,0.0013526351245670021,0.1288,0.011026332119068423
2,1.0,0.1809,0.1831,0.49985833333333335,0.0005255288341809192,0.49956594185925757,0.0013042771919046803,0.19440000000000002,0.011638728452885223
3,5.0,0.2912,0.2817,0.5048499999999999,0.00062449979983982,0.508404848068928,0.0011461498470449315,0.29373333333333335,0.0020336065390226202
4,10.0,0.3165,0.3179,0.49888333333333335,0.0002852873794770668,0.49822985208985204,0.00044650559617089627,0.31385,0.0017308475765743603
5,50.0,0.6483,0.6389,0.50415,0.0004924428900897923,0.5033611352563621,0.0005850462206509432,0.6261500000000001,0.026229992375141866
6,100.0,0.7796,0.759,0.5125916666666667,0.0011016717095194736,0.5083704816545239,0.0003211604462702265,0.7632666666666666,0.041577584772994634
7,500.0,0.8796,0.8422,0.5198083333333333,0.00035521902476579124,0.5116573551712278,0.000548621728128083,0.8716166666666667,0.04812918091507019
8,1000.0,0.8864,0.8485,0.5209499999999999,0.0009009254501159529,0.5122056015702116,0.0002371501123180689,0.8799666666666667,0.04945161496070905
9,5000.0,0.8906,0.8499,0.5224416666666666,0.0018326703346634855,0.5130419279695116,0.0003769540489015295,0.8814333333333333,0.04988144834393732
10,10000.0,0.8912,0.851,0.522925,0.0018256848030259686,0.5133175612874995,0.00034973843243699864,0.8823833333333333,0.05034995586448466
