,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1138,0.1158,0.4990583333333333,0.0007236577613454657,0.49626204881747543,0.002608083169918102,0.12511666666666668,0.012598467719881216
1,0.5,0.1296,0.1266,0.5016916666666666,0.00016435902436094874,0.5061872783333213,0.00023413808746294517,0.13824999999999998,0.010037222391345796
2,1.0,0.1455,0.1489,0.4992666666666666,0.0008060534859562685,0.49749637463934643,0.002577190751151933,0.15811666666666666,0.013025157282053156
3,5.0,0.1142,0.1235,0.4952166666666667,0.0003312434485725339,0.4812742284431086,0.0006897620969016135,0.12315,0.010519782950866108
4,10.0,0.1415,0.1422,0.4991833333333333,0.00023213980461973032,0.4972928619913062,0.0008518991247908913,0.1534833333333333,0.012868620318001806
5,50.0,0.158,0.1659,0.496375,0.00016266017746619337,0.489435136554345,0.00044479339620494566,0.16823333333333335,0.010537657340330546
6,100.0,0.1942,0.1818,0.5058583333333333,0.00025235006549545485,0.514901340600247,0.0009957805153018064,0.20284999999999997,0.007112840501515557
7,500.0,0.2684,0.2631,0.5026999999999999,0.0001632993161855669,0.5050414149810406,0.00035900988892977476,0.27071666666666666,0.0032189111340465504
8,1000.0,0.3779,0.3742,0.5025916666666667,0.00030196118219989515,0.5034919990084985,0.00042726599827383883,0.37390000000000007,0.0015684387141358099
9,5000.0,0.7006,0.6904,0.5055333333333333,0.0008687475019947967,0.5040674414054686,0.0005197760820588298,0.6823833333333332,0.02727333353703253
10,10000.0,0.8215,0.7898,0.5139833333333333,0.0012253117517141865,0.5087591922690692,0.0004201784162912243,0.8105333333333333,0.03601826697046315
