,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1793,0.1836,0.49832499999999996,0.0005161960221982788,0.4956105128230137,0.0012874672536056669,0.18941666666666665,0.008369471641361571
1,0.5,0.1237,0.1229,0.500275,0.0009173103800422926,0.5013180656096977,0.0027677123246263916,0.14035,0.02053839899635153
2,1.0,0.1433,0.139,0.5025,0.0011011357772772643,0.507796245495992,0.002756769099466773,0.15983333333333336,0.015190201520132047
3,5.0,0.138,0.1401,0.4993666666666667,0.0006624868971450388,0.4977019000924992,0.002225436460245667,0.15683333333333332,0.024836576969372325
4,10.0,0.1591,0.1536,0.5025083333333334,9.753916592269391e-05,0.5074786572745311,0.0007256614507051662,0.17140000000000002,0.013217160562440537
5,50.0,0.1907,0.2018,0.4948916666666667,0.000607876540827896,0.48789422542666955,0.0018113081355622916,0.20738333333333336,0.011828555373426721
6,100.0,0.217,0.2098,0.5036416666666667,0.0003047084216463874,0.5082661676121137,0.00093462347632083,0.2247333333333333,0.007048325254192581
7,500.0,0.405,0.405,0.5003166666666666,0.0001649915822768429,0.5003916458527379,0.0002026906197233226,0.40853333333333336,0.00749837019328571
8,1000.0,0.5174,0.5153,0.500825,0.000503942787758035,0.5008005930238967,0.0004918265946725198,0.5137333333333333,0.004310323524851579
9,5000.0,0.8013,0.7773,0.5108666666666667,0.0004570436400267271,0.5069171503625124,0.00018393282791912466,0.7960166666666666,0.013335593558426841
10,10000.0,0.8634,0.8301,0.5159750000000001,0.000572821961869458,0.5094754510800945,0.00018550873847634035,0.8586666666666666,0.014922093984722386
