,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1548,0.1634,0.4965916666666667,0.0007694243880258117,0.4898345996126821,0.002418568713401005,0.1653666666666667,0.009249624617007733
1,0.5,0.132,0.1322,0.499875,0.000858171505780345,0.49959016381827714,0.0027581272271923547,0.14075000000000001,0.012040175801595807
2,1.0,0.1728,0.1723,0.5009583333333333,0.0006287664289879002,0.5025292862642746,0.0014771272232718432,0.18413333333333334,0.011542626313895035
3,5.0,0.1637,0.1589,0.5026666666666667,0.0005398044913567256,0.5076318215924526,0.0014073213464807282,0.1776,0.010625127450215988
4,10.0,0.1884,0.1952,0.49770833333333336,0.00084725865131153,0.49442287344336316,0.001892069660827552,0.2029666666666667,0.011120201836697426
5,50.0,0.2602,0.2766,0.4926916666666666,0.00011696390706349257,0.4864933897756274,0.0005017187639657099,0.2634666666666667,0.006279242700269595
6,100.0,0.391,0.3848,0.5033583333333334,0.00034328883206741857,0.5043250929605124,0.0004794859600461102,0.3920666666666666,0.003951652256405606
7,500.0,0.6713,0.661,0.5048083333333334,0.00020086617988654371,0.503704121512954,0.0003198944586306858,0.65605,0.025245907259065434
8,1000.0,0.7951,0.772,0.512475,0.0004375595197608237,0.5081932304925324,0.00023991164743944967,0.7747833333333333,0.041183063536145814
9,5000.0,0.89,0.8493,0.5223083333333333,5.335936864526786e-05,0.5130230202247493,0.0007290509577246416,0.8813,0.04463541195060264
10,10000.0,0.8935,0.8523,0.5214833333333333,0.00042687494916222017,0.512435923360833,0.00044589839387645437,0.8867666666666666,0.04381429244233239
