,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1537,0.1555,0.5005250000000001,0.0006504805915628936,0.5015766076387891,0.0017602846150623966,0.16895000000000002,0.012380057888933036
1,0.5,0.1497,0.1501,0.4998666666666666,0.0011549410759380287,0.49944501905338434,0.0032929699629499743,0.16093333333333334,0.013998531669031896
2,1.0,0.1498,0.1465,0.5010416666666666,0.00031413461374947814,0.5033193950038227,0.0011923998763552295,0.16325,0.014471898055657156
3,5.0,0.2067,0.2103,0.4980583333333333,0.00019021187017522102,0.49560073862331416,0.0001815496758423152,0.2182833333333333,0.012242060919451249
4,10.0,0.2156,0.2118,0.50185,8.164965809276361e-05,0.5041361717199327,0.00027988405717399513,0.22599999999999998,0.009224243419742713
5,50.0,0.3576,0.3526,0.5027,0.0003366501646120734,0.5038085479386377,0.0005042215155438593,0.35765,0.0033320414163092124
6,100.0,0.5064,0.4958,0.50535,0.00018708286933867647,0.5053478463184183,0.00019132963237414367,0.5055666666666666,0.000249443825784944
7,500.0,0.7784,0.766,0.5066916666666667,0.00042369079396286654,0.5043545040105065,0.00020269474933306322,0.7744,0.014581495122243104
8,1000.0,0.8518,0.8174,0.517725,0.0005257930518116033,0.5106685411862132,0.00011452276771799737,0.8482666666666668,0.016579069803687882
9,5000.0,0.879,0.8431,0.5180833333333333,0.0012270108212870815,0.5105118715890559,0.000514382718969252,0.87735,0.019208743668791384
10,10000.0,0.8801,0.8414,0.5198166666666666,0.0016435902436096523,0.5115072326052768,0.0007400166214322401,0.8797,0.019901088747436207
