,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.1672,0.1576,0.505075,5.590169943748857e-05,0.5145032882483803,0.0011293284518604004,0.18104999999999996,0.013010476547767191
1,0.5,0.1586,0.1601,0.4993,0.0005244044240850674,0.4980307893510516,0.0012649816402916397,0.17279999999999998,0.01634880219873411
2,1.0,0.1452,0.141,0.5021833333333333,0.0005459446451386284,0.507027941821456,0.0014428425430024264,0.1565,0.013043389130130258
3,5.0,0.1717,0.1727,0.5000833333333333,0.001195361405136083,0.4999962808992859,0.002872396574469859,0.1875,0.016011141953860338
4,10.0,0.1601,0.1618,0.49874166666666664,0.00038450906650197656,0.4962585266450146,0.0012226745751133586,0.17053333333333331,0.012419563420489292
5,50.0,0.2719,0.2621,0.5050583333333333,0.000262069753225279,0.5094252661602064,0.0003890998035800557,0.2733,0.003986226285598959
6,100.0,0.3859,0.401,0.4922416666666667,0.00011334558757280601,0.49010143410204815,0.00018571946739946607,0.3841833333333333,0.004265917903049183
7,500.0,0.7045,0.6909,0.5078083333333333,0.001107706589710869,0.5057531171609272,0.0010948451961052385,0.69125,0.02449127395624819
8,1000.0,0.804,0.7873,0.5104083333333334,0.001935720508980793,0.5065964426587221,0.0010251296329740595,0.794,0.03645696092655008
9,5000.0,0.8893,0.8464,0.5226333333333333,0.00019293061504653368,0.5131460324183686,0.0005590331465889516,0.8850000000000001,0.03649447446760491
10,10000.0,0.894,0.8519,0.524,0.001368088691082069,0.5138434821746363,0.00021424587001154824,0.8902833333333334,0.03885663464011719
