,train_acc,test_acc
i0_c0,0.6496,0.5291
i0_c1,0.6472,0.5204
i0_c2,0.6608,0.5242
i0_c3,0.6492,0.537
i0_g,0.6113,0.5714
i1_c0,0.704,0.5769
i1_c1,0.6908,0.5678
i1_c2,0.7036,0.5692
i1_c3,0.6916,0.5893
i1_g,0.6646,0.6184
i2_c0,0.7332,0.61
i2_c1,0.7192,0.6019
i2_c2,0.7276,0.5967
i2_c3,0.7228,0.6184
i2_g,0.6962,0.6487
i3_c0,0.76,0.6332
i3_c1,0.738,0.6288
i3_c2,0.7484,0.6219
i3_c3,0.7436,0.6398
i3_g,0.7167,0.6748
i4_c0,0.7736,0.6495
i4_c1,0.7552,0.6438
i4_c2,0.7604,0.6385
i4_c3,0.7576,0.6605
i4_g,0.7326,0.6902
i5_c0,0.7864,0.665
i5_c1,0.7676,0.6584
i5_c2,0.7748,0.6571
i5_c3,0.7664,0.6745
i5_g,0.7496,0.7057
i6_c0,0.7984,0.6803
i6_c1,0.7856,0.672
i6_c2,0.7828,0.6701
i6_c3,0.778,0.6887
i6_g,0.7618,0.7182
i7_c0,0.8076,0.688
i7_c1,0.7904,0.6829
i7_c2,0.7952,0.6824
i7_c3,0.7904,0.6975
i7_g,0.7721,0.7274
i8_c0,0.8164,0.6985
i8_c1,0.8008,0.6909
i8_c2,0.8036,0.691
i8_c3,0.7948,0.7086
i8_g,0.7806,0.736
i9_c0,0.8244,0.7066
i9_c1,0.802,0.6983
i9_c2,0.8128,0.7002
i9_c3,0.8036,0.7123
i9_g,0.7864,0.7448
