,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8864,0.8107,0.886,0.8109
i0_c1,0.87,0.8026,0.8708,0.8035
i0_g,0.8754,0.8369,,
i1_c0,0.8858,0.8097,0.8854,0.8107
i1_c1,0.8726,0.8106,0.8722,0.8101
i1_g,0.8815,0.8435,,
i2_c0,0.8794,0.8066,0.881,0.8061
i2_c1,0.8726,0.8094,0.8732,0.8103
i2_g,0.8762,0.8351,,
i3_c0,0.8848,0.8105,0.8848,0.8098
i3_c1,0.8704,0.8097,0.871,0.8099
i3_g,0.8764,0.8381,,
i4_c0,0.8884,0.8106,0.8884,0.8106
i4_c1,0.8752,0.8161,0.8752,0.8155
i4_g,0.8824,0.8402,,
i5_c0,0.885,0.8143,0.883,0.8147
i5_c1,0.8746,0.8185,0.8762,0.8177
i5_g,0.8753,0.8433,,
i6_c0,0.8884,0.8106,0.888,0.8116
i6_c1,0.8664,0.8069,0.8654,0.807
i6_g,0.8766,0.8371,,
i7_c0,0.8836,0.8127,0.883,0.813
i7_c1,0.8754,0.8145,0.8756,0.8147
i7_g,0.8811,0.8415,,
i8_c0,0.89,0.8167,0.8916,0.8157
i8_c1,0.8842,0.8153,0.8838,0.816
i8_g,0.8819,0.839,,
i9_c0,0.8868,0.8131,0.8868,0.8123
i9_c1,0.873,0.8131,0.8736,0.8138
i9_g,0.8777,0.8371,,
