,0,1
i0_c0,0.9344,0.2727
i0_c1,0.9312,0.2569
i0_c2,0.956,0.284
i0_c3,0.9456,0.2782
i0_c4,0.9512,0.2872
i0_c5,0.9384,0.2633
i0_c6,0.9376,0.2716
i0_c7,0.956,0.2976
i0_g,0.5403,0.3722
