,train_acc,test_acc
i0_c0,0.7336,0.5951
i0_c1,0.724,0.5989
i0_c2,0.7384,0.5923
i0_c3,0.7236,0.6166
i0_g,0.6831,0.6447
i1_c0,0.7992,0.6645
i1_c1,0.7796,0.659
i1_c2,0.784,0.6528
i1_c3,0.778,0.674
i1_g,0.7432,0.7032
i2_c0,0.8256,0.69
i2_c1,0.8076,0.6902
i2_c2,0.8136,0.6902
i2_c3,0.8008,0.7032
i2_g,0.7747,0.7355
i3_c0,0.8392,0.7101
i3_c1,0.8272,0.7016
i3_c2,0.8352,0.7117
i3_c3,0.824,0.7209
i3_g,0.7952,0.753
i4_c0,0.8552,0.7262
i4_c1,0.8408,0.7176
i4_c2,0.8416,0.7201
i4_c3,0.8284,0.7368
i4_g,0.8104,0.7675
i5_c0,0.87,0.7436
i5_c1,0.8496,0.7313
i5_c2,0.854,0.7392
i5_c3,0.8408,0.7487
i5_g,0.8203,0.7811
i6_c0,0.8724,0.7591
i6_c1,0.864,0.7485
i6_c2,0.8624,0.7445
i6_c3,0.8492,0.7583
i6_g,0.8284,0.7906
i7_c0,0.8828,0.7623
i7_c1,0.868,0.7519
i7_c2,0.8716,0.7611
i7_c3,0.8592,0.7692
i7_g,0.8346,0.7963
i8_c0,0.8912,0.7709
i8_c1,0.872,0.7555
i8_c2,0.878,0.7621
i8_c3,0.866,0.773
i8_g,0.8414,0.8023
i9_c0,0.8944,0.7776
i9_c1,0.8808,0.7633
i9_c2,0.8812,0.7664
i9_c3,0.8792,0.7799
i9_g,0.8477,0.8068
