,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.882,0.8067,0.882,0.8062
i0_c1,0.8496,0.8003,0.8504,0.8004
i0_g,0.8658,0.8289,,
i1_c0,0.8872,0.8114,0.8874,0.8114
i1_c1,0.8746,0.8101,0.8744,0.8098
i1_g,0.8727,0.8371,,
i2_c0,0.8826,0.8118,0.8832,0.8121
i2_c1,0.873,0.8087,0.873,0.8085
i2_g,0.8776,0.8345,,
i3_c0,0.884,0.8108,0.884,0.8108
i3_c1,0.8692,0.8071,0.869,0.8072
i3_g,0.875,0.8375,,
i4_c0,0.8858,0.8159,0.8856,0.816
i4_c1,0.8762,0.8122,0.876,0.8116
i4_g,0.8781,0.8405,,
i5_c0,0.8914,0.8109,0.8914,0.811
i5_c1,0.8746,0.8086,0.8744,0.8082
i5_g,0.8731,0.8361,,
i6_c0,0.8828,0.8116,0.8836,0.812
i6_c1,0.8702,0.8129,0.8706,0.813
i6_g,0.8787,0.8376,,
i7_c0,0.8832,0.8102,0.883,0.8101
i7_c1,0.8798,0.816,0.8798,0.8161
i7_g,0.8794,0.8417,,
i8_c0,0.8916,0.8161,0.8914,0.8162
i8_c1,0.8716,0.8078,0.8716,0.8077
i8_g,0.8763,0.8359,,
i9_c0,0.8884,0.8208,0.8888,0.8209
i9_c1,0.8792,0.8136,0.8794,0.8136
i9_g,0.8763,0.8416,,
